run_id,seed,variant,host,date,code,trigger,ate,resample_rate,collapses,unique_after_resampling,max_weight_mean,ess_mean,ess_min,nees_mean,nees_median,position_rmse,heading_rmse,final_position_error,runtime_total_s,runtime_per_step_ms
d49af7d2a600,19,ESS threshold (0.8),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,ess_threshold (threshold=0.8),0.598439,0.866667,0,0.438077,0.0108391,0.373287,0.0113481,1.39113e+06,78.2166,0.902272,1.08049,0.0463994,0.0121203,0.40401
fc8fa68910cf,0,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.147344,0.266667,0,0.26625,0.035921,0.389559,0.0225834,877.914,0.866054,0.169056,0.645332,0.171765,0.00811843,0.270614
e860b8d2dc9a,1,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.614231,0.466667,0,0.255,0.0315582,0.326971,0.010834,2.31202e+06,55.1227,0.852307,0.971246,0.0953038,0.0092538,0.30846
12bbc0a59c63,2,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.331343,0.4,0,0.283333,0.0317259,0.362863,0.0121209,4.49772e+06,2.68944,0.438639,0.940177,0.0606298,0.00889531,0.29651
a19b0256b440,3,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.224707,0.266667,0,0.23125,0.0412903,0.362523,0.0155143,89.4067,1.84514,0.25755,0.5183,0.0411821,0.00796553,0.265518
824727490afd,4,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.540222,0.5,0,0.270667,0.0307515,0.293635,0.0142897,163385,12.2441,0.729344,1.26141,0.116577,0.00935378,0.311793
b22e2604d73c,5,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.750916,0.7,0,0.260952,0.0223997,0.202351,0.0100395,2.98943e+08,620.968,1.23174,1.45791,0.118106,0.0104789,0.349297
621abeecf158,6,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.201708,0.233333,0,0.231429,0.0363191,0.407384,0.0146932,1.01839e+06,1.27764,0.212162,0.626965,0.187672,0.00766323,0.255441
bb649ebf6307,7,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.276397,0.3,0,0.254444,0.0373174,0.375272,0.0115505,1221.44,0.637819,0.436967,0.565008,0.0356343,0.00810702,0.270234
fd9b5c6c8e61,8,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.189978,0.266667,0,0.28,0.0373377,0.393028,0.0109852,2.7926e+06,0.453444,0.296012,0.37157,0.0830491,0.00782801,0.260934
1a5f9a41abcd,9,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.707377,0.566667,0,0.262353,0.027217,0.256392,0.0128537,1.14829e+07,39.953,0.967649,1.0185,0.121499,0.0103316,0.344387
cd98cdd575c6,10,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.113923,0.2,0,0.253333,0.041419,0.412029,0.0121008,1.3401e+06,0.885274,0.160252,0.151115,0.105633,0.00790528,0.263509
34e126192e25,11,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.208987,0.233333,0,0.23,0.041536,0.403638,0.0279709,18.9995,0.899817,0.278419,0.404729,0.194541,0.00824927,0.274976
a9aef4495ede,12,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.121993,0.233333,0,0.284286,0.0395133,0.406677,0.0100003,8.65751e+06,0.677392,0.131316,0.188174,0.0827907,0.00794379,0.264793
f9e63f92dad5,13,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.300132,0.333333,0,0.275,0.0357413,0.373802,0.0110375,182.573,1.88353,0.438234,0.643828,0.175213,0.00856817,0.285606
5a47a45e67fd,14,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.266855,0.233333,0,0.237143,0.0425209,0.361777,0.010425,1.94707e+06,3.70252,0.301148,0.429207,0.0825468,0.00797748,0.265916
29d13b1adaa2,15,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.20394,0.233333,0,0.245714,0.0418061,0.376394,0.0102357,484751,0.617917,0.276351,0.13078,0.0841258,0.00792284,0.264095
b8f69f986406,16,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.722883,0.5,0,0.280667,0.0279104,0.31732,0.0238132,219157,104.492,1.03326,1.08383,0.0457956,0.00963548,0.321183
f58e78178198,17,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.172574,0.266667,0,0.27,0.0386488,0.387461,0.0314188,7.13673,1.01794,0.227173,0.304499,0.124307,0.00812094,0.270698
91a0304d7fc3,18,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.15956,0.266667,0,0.27625,0.0379563,0.376158,0.0153564,2.60133,1.30005,0.184921,0.744593,0.1785,0.00817456,0.272485
c26ae0dfb33b,19,Max weight (0.1),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.1),0.58499,0.6,0,0.275,0.0269595,0.251841,0.0113481,1.39116e+06,111.751,0.917856,1.06863,0.12643,0.0105923,0.353078
2b8229aa95f8,0,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.148788,0.333333,0,0.357,0.0224645,0.487637,0.0225834,877.487,0.415723,0.159549,0.639705,0.0680116,0.00847224,0.282408
dd23561ddd08,1,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.410621,0.5,0,0.397333,0.0196102,0.436345,0.010834,2.31156e+06,1.18269,0.507008,0.867547,0.08073,0.0100139,0.333795
c104bfccdbcf,2,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.38044,0.533333,0,0.39125,0.0186578,0.427323,0.0121209,4.49775e+06,3.91103,0.509167,0.973291,0.096724,0.0102381,0.34127
9fa254644ca6,3,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.222775,0.466667,0,0.442857,0.02082,0.4816,0.0155143,72.4693,1.17063,0.27502,0.510073,0.0587489,0.0096683,0.322277
de9d603f6577,4,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.768785,0.7,0,0.35381,0.0151079,0.328789,0.0142897,163374,138.403,1.04614,1.31939,0.0980126,0.0111006,0.370021
127b6deb0fd1,5,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.763002,0.766667,0,0.297391,0.0145688,0.2462,0.0100395,2.98943e+08,620.968,1.22952,1.45784,0.0928223,0.0114452,0.381508
dddcaf170250,6,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.2298,0.433333,0,0.420769,0.0215302,0.47252,0.0146932,1.0184e+06,1.65473,0.256683,0.656029,0.189247,0.00949901,0.316634
1e6d72dc0e4f,7,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.278385,0.466667,0,0.437857,0.0207129,0.471285,0.0115505,1116.98,1.07083,0.419067,0.55439,0.034227,0.00917536,0.305845
8a7a12340fdf,8,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.191839,0.4,0,0.406667,0.0210815,0.488387,0.0109852,2.79258e+06,0.437999,0.263108,0.365486,0.0915748,0.00902735,0.300912
5bdcdad7f915,9,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.551135,0.566667,0,0.372353,0.0178397,0.397229,0.0186666,1.14819e+07,2.08664,0.682557,0.829553,0.0547813,0.00989452,0.329817
5d40ee963a43,10,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.105061,0.333333,0,0.443,0.022309,0.539863,0.0121008,1.3401e+06,0.584276,0.157919,0.147102,0.118719,0.00843429,0.281143
956a3f628c76,11,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.241832,0.433333,0,0.433846,0.0215868,0.476307,0.0279709,13.9556,2.71281,0.300995,0.441077,0.172624,0.00907511,0.302504
6c82885a3727,12,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.119203,0.333333,0,0.402,0.0219292,0.523443,0.0100003,8.65751e+06,0.541929,0.122825,0.171179,0.0422684,0.0083842,0.279473
0a6db32a0f8c,13,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.314418,0.466667,0,0.441429,0.0214238,0.457315,0.0110375,136.261,1.2893,0.452437,0.627383,0.15998,0.00991475,0.330492
f195f1edcfe4,14,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.212425,0.433333,0,0.44,0.0213393,0.488184,0.010425,1.94705e+06,1.10155,0.260049,0.321464,0.10652,0.00966768,0.322256
722ca863f8ee,15,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.216018,0.366667,0,0.439091,0.0224055,0.509422,0.0102357,484751,0.427551,0.279953,0.146184,0.0900158,0.00912448,0.304149
4ec40a291d49,16,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.61137,0.566667,0,0.384118,0.0191293,0.392301,0.0224689,218330,8.63988,0.78597,1.04623,0.0443388,0.0103127,0.343755
5d77dee8861e,17,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.174124,0.4,0,0.429167,0.0223183,0.492657,0.0314188,8.49337,0.843918,0.248434,0.301432,0.129404,0.00880678,0.293559
5fbf1c8bda97,18,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.15396,0.433333,0,0.401538,0.0219176,0.459195,0.0153564,2.12447,0.62657,0.180914,0.7422,0.189744,0.00893585,0.297862
92cc70f62275,19,Max weight (0.2),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.2),0.595544,0.733333,0,0.353182,0.0155136,0.295258,0.0113481,1.39113e+06,78.2166,0.901065,1.08584,0.0636354,0.0111762,0.372541
f5dd0f5fe2e9,0,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.162926,0.633333,0,0.588947,0.0126392,0.642416,0.0225834,877.281,0.81231,0.17081,0.641835,0.0782069,0.0105964,0.353214
a295f6c0c953,1,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.669,0.8,0,0.470833,0.01144,0.437775,0.010834,2.31262e+06,10.2434,0.851411,1.13175,0.0803252,0.0109288,0.364295
e4cfb6a5a7ff,2,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.279163,0.733333,0,0.553182,0.0118778,0.559735,0.0121209,4.4977e+06,2.3017,0.387268,0.91023,0.036492,0.0104184,0.34728
c77992f8b099,3,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.217937,0.666667,0,0.556,0.0125432,0.571706,0.0155143,72.645,1.05456,0.273143,0.509201,0.0619358,0.0100604,0.335348
6ef5ec9c93b3,4,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.819359,0.9,0,0.411111,0.0106538,0.309134,0.0142897,164755,188.148,1.219,1.36491,0.0779696,0.0121256,0.404187
8e5c6d61318b,5,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.888342,0.933333,0,0.375,0.0104702,0.260692,0.0100395,2.98947e+08,614.618,1.40817,1.63944,0.0986028,0.0121812,0.406041
7d0dc3afa90d,6,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.23595,0.7,0,0.601905,0.0121966,0.620245,0.0146932,1.0184e+06,1.37538,0.25815,0.659112,0.170177,0.0108117,0.360389
23066930bffd,7,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.277081,0.766667,0,0.584783,0.0120971,0.562188,0.0115505,1116.56,0.827502,0.418528,0.550956,0.0617649,0.0111335,0.371116
8ccf146f2a15,8,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.181004,0.7,0,0.624762,0.0121463,0.645319,0.0109852,2.79258e+06,0.386266,0.240486,0.343619,0.0835798,0.0107459,0.358198
27ec64b0fd20,9,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.534313,0.8,0,0.500417,0.0114774,0.475472,0.0186666,1.14819e+07,2.56893,0.682734,0.830482,0.102149,0.0113192,0.377308
82a1c41a13a5,10,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.107922,0.6,0,0.642778,0.0125854,0.705923,0.0121008,1.3401e+06,0.58451,0.152034,0.142838,0.0923188,0.0100978,0.336593
6653928ae64d,11,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.204104,0.733333,0,0.606818,0.012084,0.607461,0.0279709,12.3527,0.671926,0.283639,0.4132,0.189512,0.010874,0.362467
f4d1bed663cf,12,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.117761,0.633333,0,0.638947,0.0127998,0.673909,0.0100003,8.65751e+06,0.504983,0.122365,0.177503,0.0625799,0.010251,0.341702
5c9c1a0a3bf1,13,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.39721,0.766667,0,0.562174,0.0115066,0.547418,0.0110375,136.322,2.44495,0.59887,0.684558,0.150801,0.0111272,0.370907
7c832357806e,14,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.224098,0.733333,0,0.609091,0.012069,0.607046,0.010425,1.94705e+06,1.555,0.266427,0.331556,0.125483,0.0108832,0.362772
a6c4ff5f658e,15,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.208708,0.7,0,0.634762,0.0124775,0.637414,0.0102357,484751,0.521327,0.275225,0.139174,0.100814,0.0106655,0.355516
6c5235897022,16,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.590968,0.8,0,0.501667,0.0115343,0.457634,0.0238132,218021,12.1007,0.784877,1.03742,0.0122374,0.0105873,0.35291
f07a85282aed,17,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.144713,0.7,0,0.610952,0.012547,0.630329,0.0314188,7.39559,0.747647,0.176705,0.263476,0.1631,0.00988559,0.32952
8625cf2cae8e,18,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.16764,0.766667,0,0.605652,0.0119655,0.607293,0.0153564,2.11407,0.50186,0.182546,0.731546,0.142231,0.0103232,0.344106
87a2051154b2,19,Max weight (0.5),aiserver,2026-09-14T08:33:53+00:00,d7328d3e3c3f,max_weight (threshold=0.5),0.598439,0.866667,0,0.438077,0.0108391,0.373287,0.0113481,1.39113e+06,78.2166,0.902272,1.08049,0.0463994,0.0113143,0.377144
