variant,seeds,log_likelihood_mean,log_likelihood_std,position_rmse_mean,position_rmse_std
0.0008,20,205.393,12.3894,0.0637433,0.0181412
0.00142,20,205.447,12.2663,0.0632657,0.0173651
0.00253,20,205.666,11.9567,0.0636969,0.0181895
0.0045,20,205.752,12.0025,0.0629464,0.0171133
0.008,20,205.774,12.0411,0.0632041,0.0169401
0.0142,20,205.808,11.622,0.0631875,0.0146944
0.0253,20,205.233,11.6225,0.0650447,0.0141631
