run_id,seed,variant,host,date,code,turn_std,ate,resample_rate,collapses,unique_after_resampling,max_weight_mean,ess_mean,ess_min,log_likelihood,log_likelihood_per_step,nees_mean,nees_median,position_rmse,heading_rmse,final_position_error,runtime_total_s,runtime_per_step_ms
1d9ed981c493,15,0.008,labdesktop,2026-09-20T09:56:30+00:00,1073b69d29e5,0.008,0.0413621,0.225,0,0.519644,0.00262729,0.644977,0.0964461,2749.37,6.87342,2.60311,1.73919,0.0427179,0.0153846,0.0175244,0.275787,0.689467
9567b1d053e4,16,0.008,labdesktop,2026-09-20T09:56:30+00:00,1073b69d29e5,0.008,0.0385875,0.2075,0,0.513494,0.00244894,0.663322,0.0226945,2726.13,6.81532,2.09154,1.53959,0.0394051,0.0166293,0.0196966,0.244898,0.612244
fdc8541e8abf,17,0.008,labdesktop,2026-09-20T09:56:30+00:00,1073b69d29e5,0.008,0.0376166,0.2175,0,0.506805,0.00248213,0.653261,0.0358294,2745.41,6.86353,2.0265,1.24239,0.0392954,0.0168518,0.026522,0.243506,0.608765
5d426cc75486,18,0.008,labdesktop,2026-09-20T09:56:30+00:00,1073b69d29e5,0.008,0.0457589,0.2075,0,0.516699,0.00248624,0.657695,0.0772253,2767.98,6.91994,2.6303,1.90802,0.0481153,0.0181427,0.0230792,0.251758,0.629395
4d76fee95b25,19,0.008,labdesktop,2026-09-20T09:56:30+00:00,1073b69d29e5,0.008,0.0400506,0.215,0,0.512884,0.00261147,0.647341,0.0589537,2706.58,6.76646,2.41323,1.78604,0.0404096,0.018157,0.0168482,0.242094,0.605236
bcab4d9a6a86,0,0.0142,labdesktop,2026-09-20T09:56:30+00:00,1073b69d29e5,0.0142,0.0383083,0.255,0,0.514431,0.00249445,0.623614,0.140296,2817.86,7.04464,1.35053,1.02013,0.0391979,0.0206041,0.0267555,0.274442,0.686104
28f0e7e50d48,1,0.0142,labdesktop,2026-09-20T09:56:30+00:00,1073b69d29e5,0.0142,0.0421347,0.2475,0,0.505707,0.00244089,0.634861,0.0301411,2744.6,6.8615,1.77951,1.32805,0.0428357,0.0212424,0.0259485,0.247922,0.619805
2ca610d3629a,2,0.0142,labdesktop,2026-09-20T09:56:30+00:00,1073b69d29e5,0.0142,0.0461333,0.2425,0,0.509454,0.0025132,0.626246,0.0498157,2709.11,6.77277,2.11678,1.40988,0.0464179,0.02254,0.0755776,0.25669,0.641725
41ae48d0daf4,3,0.0142,labdesktop,2026-09-20T09:56:30+00:00,1073b69d29e5,0.0142,0.0419895,0.2525,0,0.523297,0.00236031,0.644907,0.188015,2771.22,6.92804,2.0136,1.27866,0.042376,0.0185927,0.0594455,0.280486,0.701216
c368946c21ca,4,0.0142,labdesktop,2026-09-20T09:56:30+00:00,1073b69d29e5,0.0142,0.0448406,0.255,0,0.516961,0.00238749,0.639904,0.192312,2822.75,7.05689,2.55364,1.82329,0.0477616,0.0213181,0.0869643,0.276059,0.690148
80b3f954e584,5,0.0142,labdesktop,2026-09-20T09:56:30+00:00,1073b69d29e5,0.0142,0.0438916,0.2475,0,0.514343,0.00246259,0.638932,0.0253246,2708.83,6.77208,2.20086,1.50897,0.044275,0.0230068,0.017619,0.244979,0.612447
3cfc5dbe0ee5,6,0.0142,labdesktop,2026-09-20T09:56:30+00:00,1073b69d29e5,0.0142,0.0403744,0.2325,0,0.514419,0.00248032,0.640082,0.173828,2862.8,7.157,1.5145,1.10335,0.0408771,0.0207574,0.0773369,0.273483,0.683706
6e7c360df29e,7,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.0460227,0.235,0,0.520085,0.00257969,0.635946,0.0975623,2801.67,7.00417,2.07417,1.47818,0.0468055,0.0235703,0.0347379,0.245866,0.614665
f1d3be25580c,8,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.0512579,0.245,0,0.511306,0.00246843,0.635068,0.0886788,2743.7,6.85925,2.38187,1.48381,0.0519182,0.032296,0.0436607,0.243547,0.608868
8dccd140091a,9,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.0426964,0.2575,0,0.516466,0.00240396,0.636826,0.120878,2753.44,6.88359,1.63865,1.09479,0.0429873,0.0224531,0.020449,0.248598,0.621495
852c479b2125,10,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.0449121,0.255,0,0.520137,0.00251578,0.624988,0.0699386,2797.4,6.9935,2.81497,1.86305,0.0458366,0.0200917,0.0535521,0.248911,0.622278
189fa8a4ea00,11,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.041762,0.25,0,0.511,0.00245912,0.631208,0.00357463,2741.09,6.85274,2.76635,1.57311,0.0419297,0.019651,0.018858,0.246822,0.617055
fe41b08a812a,12,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.0416252,0.2475,0,0.523091,0.00240999,0.636889,0.148096,2808.63,7.02159,1.76957,1.46927,0.0422085,0.0206275,0.037858,0.273698,0.684246
dd7c908485ec,13,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.0442107,0.2425,0,0.518928,0.00252629,0.638111,0.11175,2780.96,6.95241,1.85236,1.23486,0.0448903,0.0209868,0.0239181,0.248802,0.622005
5b14e2134dda,14,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.0446315,0.255,0,0.514696,0.00250088,0.631491,0.16093,2698.02,6.74504,2.30454,2.02517,0.0466666,0.019581,0.069719,0.253734,0.634335
c355d9c284b0,15,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.0451697,0.2525,0,0.507099,0.00245218,0.636544,0.0689131,2741.09,6.85272,2.39606,1.7308,0.0463997,0.0205267,0.0169352,0.276176,0.690439
4d12dfa59e6a,16,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.0439515,0.2575,0,0.503107,0.00249601,0.62521,0.0201723,2715.96,6.78989,2.27005,1.50241,0.0448531,0.0218018,0.0185567,0.254363,0.635908
7e51f12bb84a,17,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.040934,0.2625,0,0.50119,0.00244712,0.629206,0.0309387,2736.15,6.84037,1.93815,1.25069,0.042807,0.0211715,0.0326049,0.283193,0.707982
5a7af282530a,18,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.0501394,0.23,0,0.500576,0.00249255,0.639532,0.0354961,2753.76,6.8844,3.06718,1.8955,0.0525324,0.0220438,0.0181544,0.275428,0.688569
9144d9f9f45f,19,0.0142,labdesktop,2026-09-20T09:56:31+00:00,1073b69d29e5,0.0142,0.043285,0.2475,0,0.508444,0.00250846,0.634504,0.0368439,2694.45,6.73613,2.38039,1.88163,0.043685,0.0213989,0.0141707,0.254372,0.635929
25f9c6fdfd5c,0,0.0253,labdesktop,2026-09-20T09:56:32+00:00,1073b69d29e5,0.0253,0.0447213,0.3075,0,0.506431,0.00229595,0.606151,0.148419,2804.52,7.01129,1.42927,1.05506,0.0456204,0.0308985,0.0237665,0.29961,0.749026
afd3abdfa6af,1,0.0253,labdesktop,2026-09-20T09:56:32+00:00,1073b69d29e5,0.0253,0.0473494,0.2975,0,0.497487,0.0024286,0.604387,0.0323734,2728.44,6.82111,1.82362,1.32639,0.0479899,0.030433,0.0261738,0.270192,0.675481
8f6f612d50ef,2,0.0253,labdesktop,2026-09-20T09:56:32+00:00,1073b69d29e5,0.0253,0.0508914,0.285,0,0.502132,0.00244967,0.604775,0.0378896,2695.29,6.73822,2.13113,1.42389,0.0513093,0.0286027,0.0876051,0.267109,0.667774
18f8cb8dafde,3,0.0253,labdesktop,2026-09-20T09:56:32+00:00,1073b69d29e5,0.0253,0.0460021,0.2975,0,0.497303,0.00229036,0.612913,0.13451,2756.38,6.89096,1.88096,1.23703,0.0462934,0.0277155,0.0566407,0.29496,0.737401
3aea56d39501,4,0.0253,labdesktop,2026-09-20T09:56:32+00:00,1073b69d29e5,0.0253,0.0488687,0.2975,0,0.508168,0.0023469,0.607967,0.0761692,2807.35,7.01837,2.48928,1.69031,0.0519339,0.0301544,0.0965984,0.260049,0.650123
c133fe26e859,5,0.0253,labdesktop,2026-09-20T09:56:32+00:00,1073b69d29e5,0.0253,0.0488718,0.295,0,0.508178,0.00237481,0.615136,0.0314795,2692.91,6.73227,2.1762,1.53474,0.0494191,0.032286,0.0250435,0.285598,0.713994
7c141dd6a541,6,0.0253,labdesktop,2026-09-20T09:56:32+00:00,1073b69d29e5,0.0253,0.0456378,0.2725,0,0.50411,0.00243169,0.61358,0.106746,2848.93,7.12233,1.54228,1.1981,0.0458492,0.0290669,0.0785234,0.281967,0.704918
aab5e2a04752,7,0.0253,labdesktop,2026-09-20T09:56:32+00:00,1073b69d29e5,0.0253,0.0504109,0.28,0,0.513482,0.00244675,0.612538,0.0844741,2789.27,6.97317,2.16962,1.46925,0.0511809,0.031748,0.0350865,0.260434,0.651086
fa2d4a17ad2e,8,0.0253,labdesktop,2026-09-20T09:56:32+00:00,1073b69d29e5,0.0253,0.0549174,0.2925,0,0.500419,0.00242902,0.600819,0.085945,2732.26,6.83064,2.33978,1.56975,0.0555476,0.0389359,0.0423852,0.288404,0.721011
2369f88aa0af,9,0.0253,labdesktop,2026-09-20T09:56:32+00:00,1073b69d29e5,0.0253,0.0490644,0.2875,0,0.503661,0.00246573,0.605508,0.151735,2738.81,6.84703,1.76503,1.15459,0.0494082,0.0317722,0.0297283,0.266621,0.666552
2652e3f314f7,10,0.0253,labdesktop,2026-09-20T09:56:32+00:00,1073b69d29e5,0.0253,0.0497067,0.305,0,0.516525,0.00232946,0.614096,0.155971,2784.04,6.96009,2.61088,1.85907,0.0506113,0.0295652,0.0534434,0.271521,0.678803
b4a77979e1f7,11,0.0253,labdesktop,2026-09-20T09:56:32+00:00,1073b69d29e5,0.0253,0.0467637,0.295,0,0.492661,0.00234451,0.606556,0.00200582,2730.16,6.82541,13.1668,1.37479,0.0468607,0.0285618,0.0228547,0.298198,0.745496
ed1ddbd7fb5f,12,0.0253,labdesktop,2026-09-20T09:56:33+00:00,1073b69d29e5,0.0253,0.0470989,0.2925,0,0.510094,0.00230966,0.6115,0.0707423,2794.82,6.98705,1.68614,1.3522,0.0476456,0.0297202,0.0321234,0.265476,0.66369
437b5946994b,13,0.0253,labdesktop,2026-09-20T09:56:33+00:00,1073b69d29e5,0.0253,0.0484128,0.295,0,0.509093,0.00233109,0.617476,0.105315,2764.73,6.91181,1.93329,1.38807,0.049126,0.0286017,0.0271637,0.29484,0.737101
069aad10f75c,14,0.0253,labdesktop,2026-09-20T09:56:33+00:00,1073b69d29e5,0.0253,0.0488508,0.31,0,0.5055,0.0022464,0.613997,0.130723,2681.72,6.7043,2.32245,2.04467,0.0506036,0.0282481,0.0891009,0.300631,0.751578
5fba8adae5f1,15,0.0253,labdesktop,2026-09-20T09:56:33+00:00,1073b69d29e5,0.0253,0.0523151,0.3,0,0.496492,0.00238504,0.608121,0.0784104,2724.32,6.81079,2.71088,2.0783,0.0533902,0.0315399,0.0214008,0.263413,0.658532
1c04273a046a,16,0.0253,labdesktop,2026-09-20T09:56:33+00:00,1073b69d29e5,0.0253,0.0492863,0.3,0,0.500775,0.00239782,0.603518,0.0227722,2700.5,6.75125,2.11772,1.5585,0.050011,0.0310785,0.0130943,0.283757,0.709393
428c654d7272,17,0.0253,labdesktop,2026-09-20T09:56:33+00:00,1073b69d29e5,0.0253,0.0456188,0.315,0,0.501802,0.00220689,0.611555,0.0206589,2719.55,6.79888,1.84386,1.25496,0.0474656,0.0297803,0.0345812,0.266191,0.665479
292064a2707f,18,0.0253,labdesktop,2026-09-20T09:56:33+00:00,1073b69d29e5,0.0253,0.0536384,0.285,0,0.495219,0.00243502,0.608423,0.0353683,2739.86,6.84965,2.86536,2.00282,0.0556643,0.0300688,0.0355318,0.257247,0.643118
d8ba49721044,19,0.0253,labdesktop,2026-09-20T09:56:33+00:00,1073b69d29e5,0.0253,0.046786,0.2975,0,0.494286,0.00231043,0.610091,0.0614588,2683.89,6.70972,2.3552,1.68508,0.0469164,0.0292798,0.00850023,0.27958,0.698951
