run_id,seed,variant,host,date,code,proposal,n_particles,ate,resample_rate,collapses,unique_after_resampling,max_weight_mean,ess_mean,ess_min,map_error,map_error_aligned,landmarks_mapped,nees_mean,nees_median,position_rmse,heading_rmse,final_position_error,runtime_total_s,runtime_per_step_ms
1c5cb158f833,10,"proposal: FastSLAM 2.0, n_particles: 5",aiserver,2026-09-14T08:34:08+00:00,d7328d3e3c3f,fastslam2,5,0.264928,0.126,0,0.644444,0.293881,0.817228,0.426332,0.826727,0.132961,8,9.959e+06,481.925,0.786021,0.0563122,0.557053,0.99785,1.9957
7ef61746c14d,11,"proposal: FastSLAM 2.0, n_particles: 5",aiserver,2026-09-14T08:34:08+00:00,d7328d3e3c3f,fastslam2,5,0.221094,0.128,0,0.66875,0.300814,0.812257,0.418987,0.824776,0.0657851,8,1.58037e+07,925.411,0.764154,0.0284157,0.944318,0.996066,1.99213
a07661e53373,12,"proposal: FastSLAM 2.0, n_particles: 5",aiserver,2026-09-14T08:34:09+00:00,d7328d3e3c3f,fastslam2,5,0.221469,0.14,0,0.674286,0.294534,0.80691,0.499963,1.69696,0.1181,8,2.86526e+07,2061.12,1.62665,0.088767,1.80826,0.995938,1.99188
2b39a79e655e,13,"proposal: FastSLAM 2.0, n_particles: 5",aiserver,2026-09-14T08:34:09+00:00,d7328d3e3c3f,fastslam2,5,0.229322,0.128,0,0.646875,0.29346,0.816767,0.455068,0.581222,0.0578838,8,8.13836e+06,249.861,0.67701,0.0389208,0.523022,0.994017,1.98803
a27cb717a50d,14,"proposal: FastSLAM 2.0, n_particles: 5",aiserver,2026-09-14T08:34:09+00:00,d7328d3e3c3f,fastslam2,5,0.307082,0.126,0,0.634921,0.295236,0.817946,0.372465,0.441421,0.14637,8,2.55811e+06,80.0393,0.43748,0.0487594,0.726488,0.994411,1.98882
5851cdcca45b,15,"proposal: FastSLAM 2.0, n_particles: 5",aiserver,2026-09-14T08:34:09+00:00,d7328d3e3c3f,fastslam2,5,0.246834,0.142,0,0.656338,0.293505,0.804813,0.438565,1.47634,0.0649957,8,3.43806e+07,1466.34,1.34526,0.0999015,1.10812,1.00948,2.01895
1b978b13ad8b,16,"proposal: FastSLAM 2.0, n_particles: 5",aiserver,2026-09-14T08:34:09+00:00,d7328d3e3c3f,fastslam2,5,0.240668,0.146,0,0.652055,0.293286,0.804933,0.422688,0.948784,0.088262,8,2.07703e+07,1249.69,0.918374,0.0476882,0.951772,0.982851,1.9657
7cdcc20e7306,17,"proposal: FastSLAM 2.0, n_particles: 5",aiserver,2026-09-14T08:34:09+00:00,d7328d3e3c3f,fastslam2,5,0.222945,0.128,0,0.653125,0.292907,0.815796,0.429167,0.245434,0.0688325,8,1.42529e+06,35.5972,0.27595,0.0358455,0.248373,0.980618,1.96124
bfddb13c5fbf,18,"proposal: FastSLAM 2.0, n_particles: 5",aiserver,2026-09-14T08:34:09+00:00,d7328d3e3c3f,fastslam2,5,0.267558,0.138,0,0.672464,0.292968,0.813977,0.4593,0.668586,0.140282,8,4.34979e+06,123.682,0.734516,0.0566447,0.706288,0.986318,1.97264
7bec7b714072,19,"proposal: FastSLAM 2.0, n_particles: 5",aiserver,2026-09-14T08:34:09+00:00,d7328d3e3c3f,fastslam2,5,0.284467,0.138,0,0.634783,0.295259,0.813315,0.526536,1.15664,0.109847,8,3.66283e+07,908.712,1.17722,0.0408871,0.931526,0.987305,1.97461
167c53aaaab1,0,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:09+00:00,d7328d3e3c3f,fastslam2,10,0.18228,0.142,0,0.66338,0.159292,0.80239,0.545279,0.807535,0.0694758,8,141.428,67.7255,0.791539,0.0617963,0.476293,1.07041,2.14081
d6eecf17d6e8,1,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:09+00:00,d7328d3e3c3f,fastslam2,10,0.172803,0.158,0,0.66962,0.156756,0.800908,0.495771,1.49243,0.10744,8,480.74,197.814,1.29467,0.0835492,1.44665,1.07237,2.14474
58eea83620d3,2,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:09+00:00,d7328d3e3c3f,fastslam2,10,0.200386,0.168,0,0.666667,0.154414,0.803619,0.47925,0.634668,0.134028,8,84.2101,43.8312,0.622375,0.040612,0.677543,1.07255,2.1451
34f7e4c3fcac,3,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:09+00:00,d7328d3e3c3f,fastslam2,10,0.164587,0.148,0,0.668919,0.15579,0.802992,0.505286,0.377594,0.0558396,8,20.3934,11.1545,0.346262,0.0311762,0.326999,1.07461,2.14923
6b82f8c7a0c2,4,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:10+00:00,d7328d3e3c3f,fastslam2,10,0.182565,0.152,0,0.677632,0.157282,0.798696,0.502398,0.124291,0.081743,8,9.69247,2.42029,0.217696,0.0329767,0.36032,1.07153,2.14305
ddeb903e8692,5,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:10+00:00,d7328d3e3c3f,fastslam2,10,0.308814,0.148,0,0.677027,0.156439,0.803212,0.482469,1.00351,0.0733126,8,164.997,31.97,0.680065,0.0687657,1.11495,1.07662,2.15324
c8598c16f3cd,6,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:10+00:00,d7328d3e3c3f,fastslam2,10,0.180349,0.156,0,0.661538,0.158167,0.797578,0.500521,0.753514,0.0466063,8,101.919,41.3632,0.681723,0.0567575,0.730119,1.07999,2.15999
cf49d49374e7,7,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:10+00:00,d7328d3e3c3f,fastslam2,10,0.267429,0.16,0,0.68125,0.156448,0.802188,0.491269,0.262887,0.0928858,8,19.6196,9.37525,0.385442,0.0378254,0.202949,1.07824,2.15648
b7abedaa4fa5,8,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:10+00:00,d7328d3e3c3f,fastslam2,10,0.210417,0.154,0,0.657143,0.158118,0.802218,0.425997,2.4134,0.096593,8,954.845,502.784,2.19541,0.134795,2.22588,1.07783,2.15565
0285d76592b5,9,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:10+00:00,d7328d3e3c3f,fastslam2,10,0.183896,0.16,0,0.665,0.155343,0.805591,0.476039,1.23819,0.103678,8,252.925,71.1214,1.13425,0.0869803,1.10807,1.07931,2.15862
bcdaae27fbd2,10,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:10+00:00,d7328d3e3c3f,fastslam2,10,0.268529,0.148,0,0.683784,0.157539,0.79589,0.51954,1.30497,0.0998907,8,409.695,133.996,1.36172,0.0821589,1.40739,1.07582,2.15164
177c3d48a952,11,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:10+00:00,d7328d3e3c3f,fastslam2,10,0.191057,0.154,0,0.68961,0.155338,0.804134,0.504354,1.04011,0.0893056,8,307.537,183.417,0.978785,0.0494353,0.936476,1.09219,2.18438
bbc523b8f74b,12,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:10+00:00,d7328d3e3c3f,fastslam2,10,0.281318,0.152,0,0.665789,0.156727,0.803019,0.484549,0.415439,0.138497,8,137.416,44.7233,0.535599,0.0342637,0.737628,1.06704,2.13408
d5f96123a51a,13,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:10+00:00,d7328d3e3c3f,fastslam2,10,0.201217,0.16,0,0.66375,0.15393,0.807083,0.526543,1.00882,0.0655982,8,395.57,76.0027,0.915884,0.063772,0.897155,1.07005,2.14009
cee3deb2281e,14,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:10+00:00,d7328d3e3c3f,fastslam2,10,0.151195,0.148,0,0.678378,0.157958,0.801837,0.535633,0.690541,0.0910157,8,77.3915,25.3672,0.630237,0.0337556,0.559961,1.06396,2.12793
775b905e0fb7,15,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:10+00:00,d7328d3e3c3f,fastslam2,10,0.199257,0.162,0,0.664198,0.1553,0.796998,0.503317,0.224999,0.0836481,8,62.7128,14.6155,0.287344,0.0263985,0.261224,1.07331,2.14663
2b7b0cd02f5c,16,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:11+00:00,d7328d3e3c3f,fastslam2,10,0.231999,0.15,0,0.674667,0.15972,0.792742,0.462984,0.518135,0.113682,8,39.9786,13.2017,0.438705,0.0475701,0.437375,1.07491,2.14982
aaa0ce3cb416,17,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:11+00:00,d7328d3e3c3f,fastslam2,10,0.17407,0.156,0,0.671795,0.157936,0.799104,0.453906,0.228831,0.108735,8,13.5313,6.87353,0.220043,0.0229988,0.204844,1.07307,2.14614
d1194ef215be,18,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:11+00:00,d7328d3e3c3f,fastslam2,10,0.26066,0.158,0,0.66962,0.156458,0.802245,0.504453,1.03774,0.114822,8,212.058,120.791,0.947803,0.0276869,1.13021,1.06872,2.13743
2894e7c3783b,19,"proposal: FastSLAM 2.0, n_particles: 10",aiserver,2026-09-14T08:34:11+00:00,d7328d3e3c3f,fastslam2,10,0.278389,0.152,0,0.663158,0.156679,0.807902,0.496959,1.00788,0.051716,8,76.8967,36.5424,0.808617,0.0692734,1.32781,1.07055,2.1411
68cf5cd382fd,0,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:11+00:00,d7328d3e3c3f,fastslam2,25,0.395354,0.166,0,0.681928,0.0667046,0.794361,0.554643,1.71082,0.0855408,8,63.6647,3.59242,1.34009,0.0768426,1.45664,1.30222,2.60443
2735ddcfc2c3,1,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:11+00:00,d7328d3e3c3f,fastslam2,25,0.188888,0.172,0,0.68,0.0660843,0.790156,0.419533,0.265612,0.0990507,8,10.3405,2.45505,0.243686,0.0192274,0.307464,1.32815,2.65629
9cca2dbdc026,2,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:11+00:00,d7328d3e3c3f,fastslam2,25,0.255421,0.176,0,0.682273,0.0657563,0.795831,0.497619,0.711283,0.0906963,8,13.4049,12.3429,0.702315,0.0691963,0.638522,1.32271,2.64541
b744bb6e3ec3,3,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:11+00:00,d7328d3e3c3f,fastslam2,25,0.176532,0.164,0,0.681951,0.0661169,0.799905,0.540675,0.281431,0.0661384,8,7.9013,2.02541,0.256899,0.0274883,0.484122,1.33837,2.67673
fa777a40db8c,4,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:12+00:00,d7328d3e3c3f,fastslam2,25,0.281224,0.168,0,0.672381,0.0660084,0.795868,0.50496,0.249443,0.0884928,8,5.35703,3.35934,0.451403,0.0310646,0.15085,1.31783,2.63566
ecab997d7523,5,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:12+00:00,d7328d3e3c3f,fastslam2,25,0.252189,0.17,0,0.677176,0.065971,0.799084,0.553238,0.749874,0.0681384,8,29.826,7.37742,0.619652,0.0281026,0.897173,1.33111,2.66222
cbcc1e7c6523,6,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:12+00:00,d7328d3e3c3f,fastslam2,25,0.419007,0.168,0,0.676667,0.066349,0.794365,0.507059,0.186469,0.0879807,8,1.35142,1.11481,0.491158,0.0527171,0.304181,1.33186,2.66373
697868615291,7,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:12+00:00,d7328d3e3c3f,fastslam2,25,0.151653,0.172,0,0.676744,0.0658431,0.79171,0.453928,0.280673,0.0730244,8,7.43989,3.07967,0.289798,0.0218407,0.386315,1.33744,2.67488
5b89b9a61078,8,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:12+00:00,d7328d3e3c3f,fastslam2,25,0.333607,0.166,0,0.675663,0.066771,0.795431,0.523984,0.198218,0.0961975,8,8.51565,1.35334,0.377956,0.0366303,0.675267,1.35624,2.71247
98935449bd62,9,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:12+00:00,d7328d3e3c3f,fastslam2,25,0.308207,0.174,0,0.681379,0.0663154,0.793859,0.529951,2.04377,0.0818578,8,135.911,59.5627,1.77669,0.105159,1.76757,1.32658,2.65315
bb77309984d1,10,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:12+00:00,d7328d3e3c3f,fastslam2,25,0.239976,0.152,0,0.676842,0.0667649,0.797404,0.539568,2.32069,0.0856791,8,67.5452,23.8237,1.80971,0.136595,2.1499,1.35733,2.71467
60155d802995,11,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:12+00:00,d7328d3e3c3f,fastslam2,25,0.175974,0.168,0,0.671905,0.0659852,0.794864,0.519677,1.00102,0.0851911,8,33.2313,26.4122,0.955623,0.062833,0.694534,1.32096,2.64192
6796982b2108,12,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:12+00:00,d7328d3e3c3f,fastslam2,25,0.212971,0.168,0,0.678095,0.0657475,0.798946,0.531917,0.760394,0.0801274,8,8.58649,4.74561,0.611552,0.0456121,0.722609,1.32464,2.64928
79a9afcbdd9c,13,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:12+00:00,d7328d3e3c3f,fastslam2,25,0.144779,0.166,0,0.66506,0.0665074,0.793916,0.548761,0.655507,0.0835347,8,12.489,8.13815,0.542238,0.0518442,0.907726,1.32438,2.64877
ffefd512c127,14,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:12+00:00,d7328d3e3c3f,fastslam2,25,0.241351,0.166,0,0.672289,0.0664165,0.798544,0.509382,1.33617,0.0966914,8,140.664,87.488,1.2159,0.0565994,1.14962,1.3281,2.65621
400d300e5286,15,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:12+00:00,d7328d3e3c3f,fastslam2,25,0.261821,0.172,0,0.684651,0.0661935,0.79541,0.530424,0.641198,0.0602694,8,19.8903,5.42026,0.562217,0.0237546,0.583364,1.32215,2.6443
e09db9bb9313,16,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:13+00:00,d7328d3e3c3f,fastslam2,25,0.36562,0.162,0,0.669136,0.0670345,0.794505,0.456396,1.41518,0.0658074,8,27.1869,29.2908,1.06707,0.0994211,1.27727,1.32356,2.64711
74d62ece87ed,17,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:13+00:00,d7328d3e3c3f,fastslam2,25,0.39993,0.16,0,0.69,0.0669596,0.793977,0.500594,0.657851,0.0587775,8,3.0658,1.80481,0.43566,0.0326539,0.759472,1.34078,2.68157
c569cded2f04,18,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:13+00:00,d7328d3e3c3f,fastslam2,25,0.26745,0.176,0,0.68,0.0660211,0.793414,0.474331,0.616702,0.0651241,8,67.9153,49.6029,0.731315,0.026539,0.671054,1.33815,2.67631
239eee8e97d2,19,"proposal: FastSLAM 2.0, n_particles: 25",aiserver,2026-09-14T08:34:13+00:00,d7328d3e3c3f,fastslam2,25,0.422896,0.176,0,0.679545,0.0654953,0.795194,0.574974,0.139926,0.0410047,8,1.63596,1.13786,0.474981,0.0382126,0.415681,1.35964,2.71928
0ed70fa7fbad,0,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:14+00:00,d7328d3e3c3f,fastslam2,100,0.32101,0.17,0,0.682941,0.0176548,0.792771,0.5625,0.0604716,0.0444992,8,0.87397,0.797144,0.528304,0.041392,0.0179324,2.47252,4.94504
59ce637b532f,1,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:14+00:00,d7328d3e3c3f,fastslam2,100,0.166671,0.172,0,0.680814,0.0174748,0.792588,0.542815,1.32379,0.0371968,8,14.001,15.4957,1.2147,0.0584671,1.08183,2.47299,4.94598
8e11d01403bc,2,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:14+00:00,d7328d3e3c3f,fastslam2,100,0.29729,0.18,0,0.680222,0.0173569,0.789987,0.504881,0.441253,0.0606909,8,2.88138,2.8576,0.772898,0.0536235,0.555739,2.48277,4.96554
9171471bc0ee,3,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.311063,0.166,0,0.680964,0.0174297,0.799471,0.556291,0.568222,0.0356233,8,1.15131,0.725656,0.378554,0.0291677,0.468293,2.47553,4.95107
5f68910e4330,4,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.190822,0.174,0,0.681609,0.0173497,0.794931,0.546749,0.419501,0.0385159,8,2.45797,1.70551,0.604825,0.0302156,0.442958,2.49444,4.98888
1e61782b5b56,5,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.268731,0.174,0,0.675287,0.0173607,0.790924,0.542409,1.29001,0.0632171,8,4.72006,2.99352,0.97317,0.0651884,0.993253,2.4819,4.96381
776463412a4f,6,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.138494,0.172,0,0.677674,0.0173324,0.795519,0.527577,0.171546,0.0248016,8,0.854057,0.810853,0.293246,0.0243637,0.134332,2.47096,4.94193
c4dc81e6e56e,7,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.23485,0.18,0,0.683778,0.0174796,0.790804,0.52129,0.606576,0.0711703,8,1.26781,0.81186,0.714904,0.0370368,0.475097,2.46384,4.92769
03e8f2989369,8,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.389041,0.172,0,0.681512,0.0176373,0.792896,0.466138,2.40711,0.0495341,8,3.0229,1.31455,1.46915,0.0958146,2.18736,2.47329,4.94659
823aefb8dc16,9,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.233954,0.18,0,0.677222,0.0172647,0.793876,0.514455,1.22062,0.0444776,8,3.27451,2.60693,0.904203,0.0597323,1.10069,2.47115,4.9423
18daeb165407,10,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.171451,0.172,0,0.684884,0.0174234,0.791661,0.556757,1.42654,0.0425426,8,17.4877,16.5826,1.24537,0.0944282,1.17975,2.4728,4.94561
0a46d4645008,11,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.233464,0.17,0,0.681882,0.0173616,0.795884,0.528406,0.961986,0.0280794,8,1.10413,0.753814,0.798851,0.0487783,0.771827,2.4719,4.94381
553d3a63f39a,12,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.217048,0.18,0,0.684778,0.0174003,0.790823,0.555289,0.925068,0.0526963,8,3.09766,2.8413,0.91027,0.0583804,0.793357,2.40861,4.81722
08c45e3e9b29,13,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.171966,0.176,0,0.681364,0.0172541,0.794615,0.495629,1.08924,0.0532076,8,4.60207,3.11834,0.93689,0.0621597,0.959055,2.40917,4.81833
2c34bf2b1c04,14,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.167727,0.174,0,0.686092,0.0174485,0.793791,0.521424,0.658182,0.0494171,8,6.92207,1.90122,0.609135,0.0300392,0.631889,2.40595,4.8119
52d4d3c5854d,15,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:15+00:00,d7328d3e3c3f,fastslam2,100,0.235082,0.174,0,0.677471,0.0175508,0.790619,0.507595,1.09907,0.0580626,8,2.03885,1.0464,0.813238,0.0336138,1.11859,2.43742,4.87485
4ffbfdb1d3d3,16,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:17+00:00,d7328d3e3c3f,fastslam2,100,0.167176,0.18,0,0.680222,0.0173823,0.793364,0.524573,0.423698,0.0525437,8,2.50122,0.686378,0.336428,0.0246119,0.615759,2.13827,4.27655
6a288624836f,17,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:17+00:00,d7328d3e3c3f,fastslam2,100,0.138246,0.17,0,0.682588,0.0177088,0.791206,0.497564,0.604983,0.0425253,8,3.66028,2.33091,0.487957,0.0303733,0.447454,2.13419,4.26838
9c65b621e0f7,18,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:17+00:00,d7328d3e3c3f,fastslam2,100,0.268062,0.182,0,0.682637,0.0171175,0.796779,0.538199,0.476968,0.0536993,8,1.5554,0.558302,0.488536,0.0254767,0.451924,2.13908,4.27817
7d1119b781b4,19,"proposal: FastSLAM 2.0, n_particles: 100",aiserver,2026-09-14T08:34:17+00:00,d7328d3e3c3f,fastslam2,100,0.228596,0.172,0,0.681395,0.0174779,0.793992,0.549459,0.210998,0.054655,8,0.37565,0.29347,0.269364,0.019739,0.335125,2.12549,4.25098
