step,true_x,true_y,true_yaw,dr_x,dr_y,dr_yaw,est_x,est_y,est_yaw
41,1.296752528647986,0.07789865254443748,0.12999999999999723,1.5056546879807855,-0.021718080780607992,-0.009358326912804138,1.1740017479619618,0.10187438105067591,0.12391234000145301
42,1.3959087180194647,0.0908620668064067,0.13999999999999702,1.5797087229268825,-0.022411122880776218,0.0246417978659057,1.2474802652638237,0.10972065820265636,0.15433326839963168
43,1.4949303176407285,0.10481637827083005,0.1499999999999968,1.654976502843794,-0.020556013961746413,0.05618547074359803,1.3263914154582632,0.11958613729784545,0.18013405665844173
44,1.5938074254343328,0.11976019151818966,0.1599999999999966,1.7910207428063813,-0.012904250889080458,0.08370883322760347,1.4706032498366794,0.14542566656028275,0.20248877382885677
45,1.6925301537718955,0.1356920121796139,0.16999999999999638,1.8393761294037898,-0.008846996845570877,0.08939079223294,1.5933461725771179,0.16614662140053207,0.2143812384323831
46,1.7910886304628517,0.15261024708631316,0.17999999999999616,1.9866033009331954,0.0043489236683416956,0.09839277695058568,1.768061620876371,0.2026234130133846,0.22171953475146644
47,1.889472999741664,0.1705132044288952,0.18999999999999595,2.071224793354969,0.012702040605209233,0.09587662835865718,1.8468457540716183,0.21924491468257898,0.22449635790772104
48,1.987673423253391,0.18939909392654486,0.19999999999999574,2.159769148445092,0.021217483081740075,0.10271561793693262,1.9316006215032675,0.2387705398705158,0.23086392758549268
49,2.0856800810375153,0.20926602700605057,0.20999999999999552,2.2135249688025653,0.02675854609948919,0.05093327381053747,1.9701277381652877,0.24673584363757384,0.18614394829008374
50,2.18348317250993,0.23011201699066008,0.2199999999999953,2.3661801775862066,0.03454050612720593,0.06137295290514366,2.1135751365562547,0.2748459734086467,0.20035564600507438
51,2.281072917442991,0.25193497929874653,0.2299999999999951,2.4244145054773814,0.03811901290044136,0.0677188030002287,2.1691778175172853,0.29004079500786456,0.2343192682110815
52,2.3784395569435284,0.2747327316522649,0.23999999999999488,2.571900459122418,0.04812188032142997,0.10640206357214055,2.242726098959762,0.30103033024220766,0.26276462805045364
53,2.4755733544287315,0.2985029942949779,0.24999999999999467,2.6561514738174687,0.05712034620910751,0.11336183780190678,2.328937868222767,0.3215691009531263,0.2576465232362519
54,2.5724645965997963,0.3232433902204297,0.25999999999999446,2.7326187486712534,0.0658261414597672,0.15651652427834506,2.416253434983989,0.3438825735994338,0.29248564282839506
55,2.6691035944132477,0.3489514454096447,0.26999999999999424,2.804921052354673,0.07723596970850295,0.14807768240525654,2.484357428520296,0.36460288129799123,0.28580137023938956
56,2.765480684049837,0.37562458907852725,0.27999999999999403,2.896849145651822,0.0909488429213445,0.15522436404637352,2.5815402327496257,0.39201047381758625,0.278998260983649
57,2.861586227880914,0.403260153934938,0.2899999999999938,2.9778793793576726,0.10362871218366755,0.1547903633554366,2.620554326188636,0.40360355152708083,0.2891782290612839
58,2.957410615432184,0.431855376445421,0.2999999999999936,3.051758696260071,0.11515673660159725,0.16492974167689756,2.7016327450461537,0.427363827110358,0.2991897767749965
59,3.052944264344745,0.4614073971115543,0.3099999999999934,3.1521213821935294,0.1318612684082951,0.1649961368025603,3.0359768772851186,0.48761601405130656,0.3197620809125974
60,3.1481776213333164,0.49191326075589803,0.3199999999999932,3.2671629400707474,0.151016825877963,0.19915887438347157,3.1381250287274844,0.5247147754324719,0.3485917989839482
61,3.2431011631415605,0.5233699168175091,0.32999999999999297,3.38626447319494,0.17505562378592665,0.22769408560020343,3.2202149660911505,0.5595481843593709,0.3717611604936324
62,3.3377053974943993,0.5557742196569952,0.33999999999999275,3.4531240199460163,0.1905478057333603,0.24841547778957374,3.1293789131410055,0.5317468039571857,0.32303217960108244
63,3.431980864047234,0.589122928871076,0.34999999999999254,3.5879954437566233,0.22475858574129107,0.273882408741962,3.2311381095659546,0.5686375060702362,0.3381804589795423
64,3.525918135331972,0.6234127096166204,0.3599999999999923,3.6310088684923385,0.23684288202308984,0.26738737951660685,3.2853245089758887,0.5864224381916443,0.3500338781917849
65,3.619507817699766,0.6586401329441287,0.3699999999999921,3.71206428717721,0.25904780545518585,0.27672651990028063,3.3908121883503486,0.6253417520620825,0.36356930450953895
66,3.71274055226037,0.6948016761406242,0.3799999999999919,3.7636282423818015,0.2736926643383362,0.28073065263192554,3.4506054314701893,0.6448785164440919,0.383771511360278
67,3.8056070158180213,0.7318937230819217,0.3899999999999917,3.8518671809474467,0.2991359705446812,0.30459915566487616,3.5144893115581666,0.6715816261569681,0.40664281391221646
68,3.898097921803753,0.7699125645942371,0.3999999999999915,3.88338667778266,0.30904515533335536,0.27756814266447094,3.5852894555732773,0.7009147889949727,0.38690514465653614
69,3.9902040212040415,0.8088543988251014,0.40999999999999126,4.062276954986025,0.36001514895291453,0.28240531212332076,3.751000183747209,0.7721575703890186,0.3998849935938118
70,4.081916103485702,0.8487153316235428,0.41999999999999105,4.105628471560889,0.37259403950684394,0.2778271902706235,3.814608920274042,0.8021331211521742,0.40864107564689345
71,4.173224997516933,0.8894913769294991,0.42999999999999083,4.181456384417233,0.3942204117778221,0.3227044608309302,3.929664081420796,0.8526075132862138,0.4474710111082616
72,4.264121572484422,0.9311784571724193,0.4399999999999906,4.2673882680804995,0.42295548085904405,0.3236406588273706,4.020808194933155,0.8978577259338366,0.4507995275963732
73,4.354596738806419,0.9737724036790184,0.4499999999999904,4.251908794306948,0.41776312704350754,0.3305835388779479,4.0013168802315375,0.8874826237393131,0.4668468161558659
74,4.444641449041686,1.0172689570901405,0.4599999999999902,4.393193120264419,0.4662486581056364,0.3378385363983858,4.263423452545245,0.9940956754075283,0.4847027305222653
75,4.534246698794239,1.0616637677866916,0.46999999999999,4.523969896450935,0.5121914295418806,0.35938759778683416,4.3928191629988715,1.0554949600156558,0.4976656228214824
76,4.623403527613772,1.1069523963245975,0.47999999999998977,4.621049067059844,0.5486644472935893,0.3644142892456439,4.49641817639998,1.1037620454290482,0.4912679285393704
77,4.712103019891701,1.153130313878745,0.48999999999998956,4.72659087148551,0.5889234713838812,0.3707320918956034,4.611928624632421,1.1601828313454423,0.49036817140715794
78,4.8003363057527135,1.2001929026958598,0.49999999999998934,4.772527706578266,0.606779377681987,0.37697473798585435,4.651774593457484,1.180943139083014,0.5008015656059985
79,4.8880945619417515,1.2481354565562792,0.5099999999999891,4.9011634090665055,0.657707417825782,0.38501586244504926,4.767508035495171,1.2444691023059609,0.5102139644485812
80,4.975369012706327,1.296953181244569,0.5199999999999889,4.922240930409395,0.6662488829296545,0.39583875756256237,4.796788070462185,1.2610569411316321,0.5276769968585615
81,5.062150930674092,1.3466411950289416,0.5299999999999887,5.088997019367034,0.735935706127408,0.4146541550110028,4.966978154567657,1.3581969867378234,0.5442827051397239
82,5.148431637725569,1.3971945291494254,0.5399999999999885,5.195499629589998,0.7828155783500013,0.4164208262099205,5.063991733991571,1.420099655788203,0.5553738516232287
83,5.234202505861952,1.4486081283147358,0.5499999999999883,5.219137563441358,0.7932703155114234,0.3823694137252307,5.075702080025637,1.4284095741436964,0.5344626301981048
84,5.319454958067904,1.5008768512078008,0.5599999999999881,5.316116081428632,0.8322714617039861,0.39251832186433333,5.164481272661903,1.4820992851740442,0.5504491969973264
85,5.404180469169246,1.5539954709998882,0.5699999999999878,5.367997943474596,0.8537506462329427,0.3995699085465736,5.214734650719341,1.514390928000138,0.563345575282578
86,5.488370566685473,1.607958675873284,0.5799999999999876,5.448534979603633,0.8877603363585813,0.4201522399946027,5.348262647940574,1.6035910930217634,0.5980024717630457
87,5.572016831676993,1.6627610695524704,0.5899999999999874,5.580297625321267,0.946625978157975,0.4532994432023645,5.4396619878310855,1.6668258711376114,0.6094883286831809
88,5.65511089958701,1.7183971718437476,0.5999999999999872,5.641443573823452,0.9764120602498829,0.45898780776994963,5.509700393260588,1.7154971525857634,0.6192730031752043
89,5.737644461077978,1.7748614191832501,0.609999999999987,5.801572606574149,1.055546026150216,0.48372758614529765,5.431587718990969,1.661986737765997,0.6567082001261917
90,5.819609262862527,1.8321481651932972,0.6199999999999868,5.919615116049631,1.1175605997084745,0.4612941274173985,5.527143508431121,1.7360839650141193,0.6334464381799538
91,5.900997108528781,1.8902516812470265,0.6299999999999866,5.995831934754297,1.155445053585904,0.4655113404109166,5.587949549917083,1.7822323945284086,0.6445995972208722
92,5.981799859359997,1.9491661570412524,0.6399999999999864,5.98712705862964,1.151072317145893,0.4979140348973923,5.599811087040766,1.7895856113049982,0.6731101566646132
93,6.062009435148427,2.0088857011774905,0.6499999999999861,6.061780287751771,1.1916535926464165,0.5194760666027438,5.683618661072767,1.8555180428348008,0.687334640579282
94,6.141617815003333,2.0694043417510932,0.6599999999999859,6.154864855995011,1.2448855245459987,0.524277126474376,5.756844260204513,1.9160116939989846,0.6845893520666753
95,6.220617038153071,2.1307160269484355,0.6699999999999857,6.247757674036282,1.2986012695452391,0.5324354764492303,5.825211915740839,1.9719450051169733,0.6847327830046539
96,6.298999204741157,2.1928146256520904,0.6799999999999855,6.393370579423896,1.3843954129453875,0.5123089141831003,5.991972442472093,2.112172096135249,0.6762258724112091
97,6.376756476616251,2.2556939280539363,0.6899999999999853,6.427431143829672,1.4035508690970389,0.5090772545744287,6.0063628551732275,2.1244132478669617,0.6831152305087151
98,6.453881078115963,2.3193476462761318,0.6999999999999851,6.514173396567999,1.451965873937795,0.5218999124854236,6.109044647270924,2.2080485722550836,0.7030886160011072
99,6.530365296844413,2.3837694149999,0.7099999999999849,6.628732549484476,1.5178473919764779,0.5352873946913532,6.218522549760932,2.3016302136044455,0.7240264707330546
100,6.6062014844434644,2.448952792102052,0.7199999999999847,6.6718290650975804,1.5434054229353622,0.5701329445013208,6.267234637277908,2.3432077664552198,0.7492242881233517
101,6.681382057357555,2.5148912592991985,0.7299999999999844,6.792119550162079,1.6205304049604174,0.5457046157130683,6.371359428914683,2.4421071794253524,0.7301649832448591
102,6.7558994975920434,2.581578222799567,0.7399999999999842,6.7928563524157894,1.6209777991650918,0.5302477123994969,6.327646193973533,2.3386068332048215,0.7754579404494608
103,6.829746353465003,2.6490070139623807,0.749999999999984,6.891137165606667,1.6785949074866153,0.5096984335717507,6.420719259081621,2.4290040517187754,0.7589524301052792
104,6.902915240352386,2.717170889964713,0.7599999999999838,6.998341243071746,1.7385180053609064,0.5124051816966149,6.517619074328941,2.520040905299951,0.7534630590546758
105,6.975398841426478,2.7860630344757666,0.7699999999999836,7.013348359703307,1.7469598190521494,0.5102473730579558,6.540927124277129,2.5416481808586924,0.7625583139185865
106,7.0471899083875735,2.855676558338501,0.7799999999999834,7.121590474398579,1.807541148145645,0.5059026964226785,6.68109385781034,2.671563878293952,0.781984391920711
107,7.118281262188803,2.926004500258541,0.7899999999999832,7.2667758936048905,1.8879726666868502,0.5369263504791775,6.816356364397212,2.8033259761023386,0.8075537094311809
108,7.188665793754027,2.9970398275003007,0.799999999999983,7.310611190890536,1.914066032132977,0.5300847345996873,6.869701702514305,2.8569775067021426,0.7971153938824993
109,7.258336464688745,3.068775436590252,0.8099999999999827,7.389333923524103,1.9601999814331243,0.5357061234155003,6.939579979366864,2.93050148431185,0.8092400532380437
110,7.327286307983921,3.141204154027265,0.8199999999999825,7.469188811950094,2.007602469053023,0.5593548030184601,7.009735763034631,3.001930635698906,0.8318631381636177
111,7.3955084287126835,3.214318736999953,0.8299999999999823,7.624529934351255,2.104853949072267,0.56665515911076,7.1267473709061635,3.1319247145249896,0.8433962752204076
112,7.462996004719812,3.2881118741109483,0.8399999999999821,7.76336816080655,2.1931911024264257,0.588320005765472,7.225415857545677,3.2440226294308334,0.8569111314809437
113,7.529742287303944,3.362576186108033,0.8499999999999819,7.828395615855724,2.2365725585655967,0.6199983961974,7.275372877544264,3.298854546474854,0.8799528517521944
114,7.595740601892444,3.437704226622061,0.8599999999999817,7.931939242991294,2.3104930358596434,0.6281423997941022,7.354129633550339,3.395868147248626,0.8837221587071262
115,7.66098434870885,3.5134884829115878,0.8699999999999815,7.912373820725456,2.2962831889669713,0.6523510675224955,7.3274011359644176,3.3589681005892507,0.8882953968980836
116,7.725467003432851,3.589921376614137,0.8799999999999812,7.927024692433418,2.307475294939527,0.660843163499444,7.345296013978348,3.3792311734300786,0.8950366010115474
117,7.789182117852711,3.666995264504033,0.889999999999981,7.995462221849002,2.3606825197117183,0.6793570856141078,7.432910665713572,3.4809195516563296,0.9029941984114274
118,7.852123320510082,3.7447024392567143,0.8999999999999808,7.99683481232324,2.3617910218434663,0.7051063063780765,7.4622126697914055,3.510092191812823,0.9243525615431034
119,7.91428431733715,3.8230351302194614,0.9099999999999806,8.076965797774585,2.4299869085894104,0.7263145856060054,7.5220205058105005,3.5890377737421377,0.9303412348186457
120,7.975658892286033,3.9019855041884552,0.9199999999999804,8.1411743783206,2.487023540789046,0.724169532144435,7.587974062495604,3.6749449110260066,0.9361547230657381
121,8.036240907950381,3.9815456661920905,0.9299999999999802,8.23981031680853,2.5742642622321714,0.7477212446050236,7.703635247383261,3.824348472485566,0.956646846587458
122,8.096024306179112,4.061707660280467,0.93999999999998,8.283054251791295,2.6143664840849663,0.7369982641883803,7.766229719584308,3.909393614985401,0.9496727226258228
123,8.155003108682223,4.142463470320977,0.9499999999999797,8.29404934602098,2.624345633606673,0.7331421575471282,7.789238115934356,3.9411301043594245,0.9505437992493331
124,8.213171417628613,4.223805020799913,0.9599999999999795,8.427269917075709,2.744323033483734,0.7506468770873416,7.89908966086175,4.097982183294914,0.9565895464454126
125,8.27052341623586,4.305724177630012,0.9699999999999793,8.475367142193384,2.7891883882746766,0.7755078306338414,7.912840876814504,4.110114230097814,0.9635913085690406
126,8.327053369351898,4.388212748963856,0.9799999999999791,8.520145938262052,2.833090076247167,0.7797171834588545,7.969251312742442,4.183982822317837,0.9699798101988222
127,8.38275562402852,4.471262486013051,0.9899999999999789,8.545540183110713,2.858197419500504,0.8021192149866723,7.99856612600094,4.222970604473375,0.9943268222296453
128,8.437624610086681,4.554865083873103,0.9999999999999787,8.635727305395177,2.951452168682967,0.8204545386504152,8.089696821690188,4.357684601538544,1.0137965408488618
129,8.491654840673498,4.639012182353891,1.0099999999999785,8.656512897919193,2.9737486827000006,0.8164147901837358,8.245507208863657,4.511516116170934,1.0298359842380922
130,8.544840912810935,4.723695366815692,1.0199999999999783,8.759246802234525,3.083061676410876,0.8585137134690939,8.330034622458964,4.650522613094347,1.0555127756024305
131,8.597177507936102,4.808906169010627,1.029999999999978,8.786400386809737,3.1145074354434974,0.8749566744979695,8.36666902218994,4.712621977986065,1.0733371784290657
132,8.6486593924331,4.894636067929486,1.0399999999999778,8.809593912824646,3.1422774196047567,0.8892128663787524,8.391665769855567,4.75715875231313,1.0810365285412171
133,8.69928141815638,4.980876490653819,1.0499999999999776,8.906107712534098,3.2612417263326963,0.9301144083871167,8.457205554391573,4.874480233352683,1.098152068833282
134,8.749038522945554,5.06761881321322,1.0599999999999774,8.937802292915274,3.303750306932895,0.9367767279619184,8.497594495122211,4.9486959817555745,1.1005828514260259
135,8.797925731131608,5.154854361447717,1.0699999999999772,8.969251710585786,3.3465217946493735,0.9577066217396775,8.521610553165159,4.99545579351656,1.1077839100863631
136,8.845938154034464,5.242574411875184,1.079999999999977,9.05283763489868,3.4653314880986215,0.9709257509260567,8.585508743117796,5.114154016974982,1.104173432170941
137,8.89307099045184,5.330770192563678,1.0899999999999768,9.090131670318133,3.519859170747283,0.9820723582320641,8.622553464954324,5.189119343006283,1.113439276024427
138,8.939319527139372,5.419432884008626,1.0999999999999766,9.17097969187794,3.6409418648905825,0.9713787391582773,8.694282120793803,5.332178083584518,1.0911885271381223
139,8.984679139281932,5.5085536200147684,1.1099999999999763,9.197461187658586,3.6796981767294703,0.9637872342343199,8.692110061898937,5.325321005743464,1.0952210952332297
140,9.029145290956105,5.598123488582772,1.1199999999999761,9.232972684005034,3.730832392658164,0.9595705898938602,8.738460511715319,5.414564359072389,1.1115268882147653
141,9.072713535583778,5.688133532800421,1.129999999999976,9.26623456891098,3.7782988585225814,0.9831791832831529,8.740374308139303,5.459645398330942,1.168771504313673
142,9.115379516376796,5.778574751738303,1.1399999999999757,9.341186565522474,3.8908208035131944,0.9986655795945474,8.79526206463382,5.582214911282459,1.1743983943883398
143,9.157138966772635,5.86943810134989,1.1499999999999755,9.373602114922159,3.9411571636205847,1.0045273277755857,8.822473673938777,5.652197085488477,1.1778918282107842
144,9.197987710861053,5.9607144953759414,1.1599999999999753,9.416915743148525,4.009290644453666,1.0116088111507704,8.857308062743979,5.729661941179869,1.2032906534489953
145,9.237921663801682,6.052394806253117,1.169999999999975,9.441187832830686,4.048075210139711,1.0236128811984404,8.871857122023943,5.776266835856419,1.1985785517402263
146,9.276936832232508,6.144469866026729,1.1799999999999748,9.509192358167791,4.159697732869949,1.0531970156529846,8.922038973557365,5.905178085549085,1.2118733957165553
147,9.315029314669198,6.2369304672675305,1.1899999999999746,9.57130077217802,4.268778799318989,1.0767908974610094,8.976642314074931,6.041115784473979,1.2120842667532958
148,9.352195301895254,6.329767363992446,1.1999999999999744,9.63616073794115,4.389214538333728,1.1007320664328777,9.032308696165435,6.18517565668061,1.227727936896792
149,9.388431077342924,6.422971272589168,1.2099999999999742,9.687476152559274,4.490219840515879,1.1038420911478495,9.063474592293835,6.276695542824259,1.2285928928560326
150,9.42373301746486,6.516532872744506,1.219999999999974,9.742614673546978,4.599591255815578,1.1229362555851745,9.106275419806488,6.3997053126634205,1.2412174400373885
151,9.458097592096466,6.610442808376412,1.2299999999999738,9.763778328568966,4.643643793404919,1.1208068942917455,9.12712722911175,6.463035254875929,1.2388376971751125
152,9.49152136480892,6.70469168856958,1.2399999999999736,9.82130962955142,4.762745853122905,1.1458892705732353,9.17224613998997,6.591150392561048,1.2562898336409436
153,9.5240009932528,6.799270088514533,1.2499999999999734,9.855747221374727,4.838855876666154,1.1774780025569402,9.2041031721193,6.685156146083262,1.2854790943821763
154,9.55553322949233,6.894168550450091,1.2599999999999731,9.891306002950234,4.924552235215502,1.2087534665093767,9.219500157420894,6.735633761223191,1.3119414342395732
155,9.58611492033016,6.989377584609142,1.269999999999973,9.923323299570487,5.00908926657146,1.2323284020861855,9.253075036052811,6.842171601353006,1.326308723514786
156,9.615743007622696,7.0848876701676105,1.2799999999999727,9.9619598024163,5.118847684980344,1.261010074891451,9.288564454832358,6.967570066051936,1.3492028382945147
157,9.644414528585894,7.1806892561965325,1.2899999999999725,9.99405387705718,5.219112891967258,1.254627614123411,9.354052628766908,7.195475131519282,1.348409556195457
158,9.672126616091553,7.2767727626171395,1.2999999999999723,10.028437038215303,5.324214295272245,1.2753757254023412,9.376521969330026,7.297200470020053,1.3502605945722292
159,9.698876498954014,7.373128581158858,1.309999999999972,10.042638034138053,5.370878100439737,1.3186645139823217,9.370973183967228,7.29742476556576,1.341034230989866
160,9.724661502207285,7.469747076320131,1.3199999999999719,10.054974063641586,5.418763817311578,1.361888652995149,9.369827229195165,7.306619166680452,1.3646479867829813
161,9.749479047372525,7.566618586331956,1.3299999999999716,10.088096816249475,5.575002656684695,1.374763024927292,9.398752877277929,7.44081478239955,1.370970679144623
162,9.7733266527159,7.66373342412406,1.3399999999999714,10.106383867412074,5.6670900585739625,1.3678626759639787,9.409008957892274,7.512825387891324,1.3671560618038994
163,9.796201933496748,7.7610818782935915,1.3499999999999712,10.105630714986296,5.663429822161882,1.3547451765592635,9.4107655280556,7.531022141695286,1.3641699460258874
164,9.818102602206055,7.858654214076257,1.359999999999971,10.141892380370898,5.828648536417763,1.3739587698386977,9.445589503515844,7.685678591661488,1.3795777307192658
165,9.8390264687952,7.956440674319788,1.3699999999999708,10.157491266325977,5.906869909202023,1.3974352941987647,9.43748972384471,7.768696703839465,1.410941801634202
166,9.85897144089496,8.054431480459648,1.3799999999999706,10.184119631507059,6.058928681457767,1.4053016569097192,9.464861815405067,7.948406317279046,1.4210142357756625
167,9.877935524024746,8.152616833496884,1.3899999999999704,10.19263150274697,6.109891168029728,1.400462742778517,9.473222048700453,8.017519090506449,1.4151337060341378
168,9.89591682179205,8.25098691497801,1.3999999999999702,10.208310569002201,6.2010483946881205,1.4216618361541613,9.471865585628786,8.064267201244748,1.4218299691506093
169,9.912913536082076,8.349531887976857,1.40999999999997,10.21784758765873,6.2645227055155805,1.4515838894165967,9.48408378028504,8.15761343114221,1.4447269530617923
170,9.928923967237562,8.448241898078242,1.4199999999999697,10.23222810669986,6.384580069542989,1.4435268672692612,9.498045308981053,8.260391212820888,1.4372051071406835
171,9.943946514228735,8.547107074363414,1.4299999999999695,10.24903543647505,6.5159272602614475,1.4403188525546495,9.507422716628865,8.395090504010852,1.4608961560193032
172,9.957979674813412,8.646117530397131,1.4399999999999693,10.267732343696407,6.658409214971817,1.4341480345003994,9.523948290172148,8.554621672814402,1.4497243575298828
173,9.97102204568723,8.7452633652163,1.449999999999969,10.27993170596304,6.747128477149736,1.4548186354680048,9.53836055820145,8.66116464170166,1.466588785965934
174,9.98307232262397,8.844534664320058,1.4599999999999689,10.288391197233922,6.819741822646367,1.449312614574887,9.544921353886124,8.740698330772386,1.4697465487243875
175,9.99412930060598,8.943921500661222,1.4699999999999687,10.3019587818115,6.930874202255037,1.4405602099285275,9.55151537695778,8.832917076764911,1.4720105018333323
176,10.004191873944677,9.04341393563898,1.4799999999999685,10.310594509664046,6.996807124316799,1.4215090579464995,9.55418321040695,8.90956870314866,1.467384465810774
