run_id,seed,variant,host,date,code,forward_std,ate,resample_rate,collapses,unique_after_resampling,max_weight_mean,ess_mean,ess_min,log_likelihood,log_likelihood_per_step,nees_mean,nees_median,position_rmse,heading_rmse,final_position_error,runtime_total_s,runtime_per_step_ms
167b7da83226,19,0.02,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.02,0.0469504,0.4,0,0.508125,0.00115594,0.5677,0.143761,216.08,7.20266,2.60455,2.83098,0.0648443,0.0482292,0.0609671,0.0382461,1.27487
c7c071cec941,0,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0479775,0.4,0,0.490458,0.0011403,0.548266,0.201933,203.913,6.79708,1.02256,0.967611,0.0505991,0.0398474,0.00435206,0.0384581,1.28194
c10eb51c9bf7,1,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0594574,0.433333,0,0.507154,0.00122497,0.53,0.241115,212.779,7.09263,1.5206,1.24181,0.0631024,0.040372,0.0144647,0.0384719,1.2824
803cc8beaaac,2,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0735002,0.4,0,0.481292,0.00119839,0.553339,0.0913952,192.377,6.41257,4.31674,3.65728,0.078329,0.041005,0.0322014,0.070586,2.35287
8ecb20af9ee5,3,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0576527,0.4,0,0.509333,0.00133697,0.523081,0.227483,203.849,6.79497,2.05688,1.56297,0.0702515,0.0229704,0.0189829,0.0367229,1.2241
70fc57c527c9,4,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0494295,0.366667,0,0.4935,0.0012172,0.547871,0.242908,197.829,6.59431,3.21599,2.83312,0.0551581,0.0356916,0.0445986,0.0664909,2.21636
acbbfd270f94,5,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0602523,0.333333,0,0.4674,0.0011771,0.581075,0.0498626,209.881,6.99603,1.89302,1.30507,0.0655169,0.0513793,0.0312452,0.0351185,1.17062
033aaf95d4ca,6,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0606393,0.433333,0,0.509885,0.000995956,0.565556,0.202288,209.556,6.98519,2.28921,1.97477,0.0635802,0.0388379,0.0705903,0.067089,2.2363
1dfbd81422e9,7,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0518929,0.5,0,0.536033,0.00110897,0.530287,0.188015,211.719,7.0573,3.11267,2.55527,0.071033,0.0420079,0.0620988,0.0408953,1.36318
592bb6e3dcfe,8,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.101053,0.4,0,0.461833,0.00110488,0.554988,0.121461,189.149,6.30496,9.1468,9.40299,0.112338,0.0880966,0.0379294,0.0656119,2.18706
f15e069bd1cd,9,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0492343,0.466667,0,0.507464,0.00101854,0.542846,0.274729,195.983,6.53278,1.62336,1.42557,0.0561194,0.0388495,0.0743406,0.0387963,1.29321
445d908ff613,10,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0379451,0.4,0,0.532667,0.00104467,0.582886,0.262399,213.42,7.114,2.152,1.95859,0.0506026,0.0251268,0.0579762,0.0692945,2.30982
06e56a82a559,11,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0467351,0.366667,0,0.495,0.00115107,0.540747,0.234224,214.007,7.13356,3.08174,3.05192,0.0496573,0.0311258,0.0714434,0.0356371,1.1879
baeb59072985,12,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0491439,0.433333,0,0.492808,0.00103995,0.553324,0.14591,190.091,6.33636,6.04482,5.83529,0.0730317,0.0392859,0.0814469,0.0757782,2.52594
9eb631577e1a,13,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0591723,0.4,0,0.500417,0.00108185,0.56479,0.257103,215.507,7.18356,2.34732,1.99736,0.0696525,0.0448403,0.0639892,0.0692273,2.30758
ccf7a621a620,14,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0549824,0.433333,0,0.481769,0.000981228,0.56021,0.152595,182.299,6.07665,2.83895,2.77695,0.0758682,0.0352189,0.0366557,0.069452,2.31507
df138cafff29,15,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0579777,0.433333,0,0.507231,0.00105318,0.551753,0.250176,216.891,7.2297,3.19551,3.43094,0.0784937,0.0313492,0.0192749,0.0387451,1.2915
1f0a3f66e9fb,16,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0515468,0.4,0,0.496917,0.0010788,0.554682,0.142999,226.294,7.54314,2.26705,2.19064,0.0602138,0.0301308,0.028695,0.0374929,1.24976
717080265c9a,17,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0607369,0.4,0,0.456292,0.00121629,0.52062,0.0329231,192.958,6.43193,2.25011,1.35533,0.0735446,0.0426718,0.04489,0.0366973,1.22324
845f2443c4bf,18,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.048019,0.366667,0,0.492864,0.00119824,0.551867,0.254619,197.483,6.58277,3.03267,2.79905,0.0742561,0.0411859,0.065023,0.0357061,1.1902
98a185cff637,19,0.0356,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0356,0.0531504,0.433333,0,0.501192,0.00108666,0.54286,0.192976,215.491,7.18303,2.22133,2.37461,0.0674925,0.0456022,0.0808625,0.0710825,2.36942
ca91ba43997d,0,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0566858,0.466667,0,0.477821,0.0010483,0.500036,0.144283,201.862,6.72873,1.1073,0.9343,0.0592873,0.0381428,0.00589543,0.0720112,2.40037
16841a6fd7f2,1,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0708505,0.533333,0,0.497594,0.000916251,0.49584,0.233444,211.24,7.04135,1.77143,1.47936,0.0733011,0.0445863,0.0282151,0.0737446,2.45815
4aae12e22913,2,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0854901,0.5,0,0.4796,0.000938004,0.511723,0.0863844,191.081,6.36936,7.2039,6.38479,0.0964852,0.0441559,0.0614675,0.0721348,2.40449
65f3dfbad4ae,3,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0721049,0.533333,0,0.505563,0.00102306,0.496021,0.20091,202.593,6.75309,1.96343,1.93499,0.082485,0.0218089,0.0358779,0.0422336,1.40779
252116bee420,4,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0573876,0.466667,0,0.503821,0.000971265,0.533476,0.170935,195.158,6.50527,3.48076,3.0238,0.0608414,0.0354482,0.0382893,0.038804,1.29347
5a5578845ae0,5,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0652525,0.533333,0,0.490625,0.000860905,0.519279,0.0548187,206.921,6.89738,1.3032,1.07351,0.0684889,0.0470135,0.0185616,0.0421001,1.40334
8fe2f6e18e3d,6,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0702078,0.466667,0,0.470893,0.00100496,0.512859,0.167202,207.313,6.91045,2.00877,1.662,0.0725168,0.0357811,0.0842552,0.0725409,2.41803
95c556e48d65,7,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0609852,0.566667,0,0.489059,0.000915184,0.494414,0.112659,210.812,7.02707,3.50696,3.16299,0.0779115,0.0393759,0.0830207,0.0766023,2.55341
e26f61ded9de,8,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0896815,0.466667,0,0.465679,0.00108113,0.505036,0.0840678,180.312,6.01041,30.5638,14.5659,0.140895,0.0874698,0.139246,0.0719388,2.39796
851b7dccf1f8,9,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0591462,0.533333,0,0.502,0.000817078,0.520969,0.244278,193.021,6.43403,1.70132,1.53528,0.0643124,0.0361647,0.0731627,0.072142,2.40473
14386d600b7b,10,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0485603,0.5,0,0.511433,0.000858136,0.542866,0.255498,210.427,7.01423,2.07375,2.00528,0.0609733,0.0263905,0.0562404,0.0408948,1.36316
76dfb09dd59c,11,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0600432,0.466667,0,0.484714,0.00102202,0.496227,0.189002,211.376,7.04588,2.29188,2.06575,0.0621303,0.0312845,0.0829083,0.0391914,1.30638
9f141732bdbb,12,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0600715,0.6,0,0.503167,0.000833246,0.490857,0.192777,188.241,6.2747,5.01965,4.76891,0.0719517,0.0361763,0.0771221,0.0768719,2.5624
7df00da08fb4,13,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0647252,0.5,0,0.484633,0.000929354,0.508466,0.126193,214.041,7.13471,1.86048,1.83595,0.0723493,0.0411778,0.0776962,0.0405147,1.35049
4dc989d95f78,14,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0651738,0.533333,0,0.461313,0.000889417,0.482652,0.125773,180.483,6.0161,3.15815,2.79727,0.0820638,0.035541,0.024541,0.0749945,2.49982
8b71f369bac3,15,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0631245,0.5,0,0.478367,0.000979682,0.506109,0.221737,214.48,7.14934,3.03526,3.14582,0.0821395,0.034867,0.0166789,0.0746165,2.48722
c70290c4f604,16,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0657434,0.5,0,0.5149,0.000888094,0.54081,0.139435,224.023,7.46744,2.11168,1.60732,0.0730889,0.0325316,0.0333709,0.0738864,2.46288
ef3e76067217,17,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0677495,0.5,0,0.486367,0.00106333,0.498772,0.135682,190.957,6.36524,3.21026,2.31733,0.0817571,0.0444939,0.0611258,0.0418039,1.39346
c0efdcc2a4a2,18,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.053945,0.5,0,0.508333,0.000993679,0.518579,0.154291,195.188,6.50625,3.40667,3.01679,0.0817123,0.0397647,0.0746814,0.0404849,1.3495
3b71547e45e7,19,0.0632,labdesktop,2026-09-20T09:56:21+00:00,1073b69d29e5,0.0632,0.0651497,0.533333,0,0.479094,0.000931174,0.49269,0.174033,214.144,7.13813,2.38139,2.72033,0.0763202,0.0467454,0.101106,0.0654729,2.18243
