variant,seeds,log_likelihood_mean,log_likelihood_std,position_rmse_mean,position_rmse_std
0.08,20,-251.983,555.647,0.157082,0.153886
0.107,20,99.1099,90.2538,0.0960994,0.0667544
0.142,20,185.201,23.6768,0.0691715,0.0253296
0.19,20,205.434,12.8745,0.0629212,0.0168797
0.253,20,200.691,8.6802,0.0628541,0.0169296
0.337,20,183.401,6.49252,0.0662853,0.0184348
0.45,20,158.474,5.67299,0.0710838,0.0176205
0.6,20,129.438,5.5932,0.0767907,0.0191167
0.8,20,97.9801,5.65823,0.0824025,0.0203436
