run_id,seed,variant,host,date,code,n_particles,ate,resample_rate,collapses,unique_after_resampling,max_weight_mean,ess_mean,ess_min,nees_mean,nees_median,position_rmse,heading_rmse,final_position_error,runtime_total_s,runtime_per_step_ms
8353e5dcefe3,6,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.113621,0.433333,0,0.464154,0.00369803,0.542215,0.0166811,1.79719,0.754894,0.149121,0.737364,0.150233,0.0243469,0.811564
1a51e09e386e,7,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.0958735,0.4,0,0.447333,0.00377224,0.554176,0.00865025,0.861014,0.391336,0.115744,0.507834,0.0438038,0.0232288,0.774295
97410b71bf08,8,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.152837,0.466667,0,0.459857,0.00364434,0.524961,0.0108176,4.66596,0.406227,0.15597,0.912056,0.100632,0.0249587,0.831955
56b4dc3ebe00,9,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.12044,0.433333,0,0.429077,0.00393245,0.512071,0.010949,1.34585,0.606989,0.141413,0.611083,0.0666494,0.0242365,0.807883
78f4b4b0adba,10,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.0703452,0.4,0,0.475167,0.00395157,0.546346,0.00837299,0.462576,0.328952,0.0978638,0.130093,0.104546,0.0230326,0.767754
cb31cb874be1,11,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.127007,0.433333,0,0.479846,0.00370366,0.553,0.0140039,1.06283,0.705528,0.132146,0.338172,0.170117,0.0238028,0.793427
ab82377e2cd3,12,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.105622,0.4,0,0.452333,0.00388113,0.546957,0.00363114,0.981629,0.355641,0.115473,0.280835,0.0807744,0.0243282,0.810939
4d3b27571a81,13,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.16796,0.466667,0,0.455,0.00364473,0.53283,0.00997839,3.12753,0.455214,0.208015,0.652416,0.13449,0.0256529,0.855098
aa97a4e869bf,14,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.132426,0.433333,0,0.440154,0.00413616,0.523159,0.00924237,1.28082,0.64053,0.137633,0.438129,0.130537,0.0244821,0.816068
67d83007ac71,15,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.0707359,0.333333,0,0.4594,0.00397401,0.580653,0.00645352,0.426218,0.284414,0.0876851,0.162123,0.114093,0.0225891,0.75297
e2f5cd0b7709,16,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.0945359,0.4,0,0.467,0.00381435,0.560711,0.00820136,0.706115,0.215813,0.109128,0.165383,0.0293001,0.0235344,0.784481
b7fc95ad6ba5,17,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.0862005,0.433333,0,0.471846,0.00373842,0.545751,0.00962464,0.832688,0.550475,0.120611,0.247811,0.135135,0.0249417,0.831389
e84e206cb26d,18,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.139663,0.433333,0,0.465846,0.0037825,0.553452,0.00722823,3.55563,0.663421,0.175016,0.463275,0.157423,0.0242246,0.807487
17891b0c50d3,19,500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,500,0.121516,0.4,0,0.4435,0.00381283,0.543886,0.00920855,1.90243,0.383886,0.131787,0.611413,0.0405332,0.024014,0.800468
222da371bd11,0,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.0958278,0.433333,0,0.481923,0.00177618,0.565677,0.0062664,0.631793,0.371163,0.109004,0.179726,0.0963024,0.0952329,3.17443
339168484a35,1,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.162638,0.466667,0,0.473,0.00178749,0.544316,0.00806602,1.92857,0.341964,0.207342,0.578915,0.0524802,0.0950132,3.16711
0a16c4d7a152,2,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.0911366,0.366667,0,0.466364,0.00215109,0.558218,0.00644576,0.870938,0.752382,0.133008,0.24722,0.0664507,0.0919533,3.06511
8023226041fc,3,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.0917055,0.4,0,0.47275,0.00197655,0.560112,0.00755033,0.528284,0.337736,0.0967978,0.149081,0.0431506,0.0925616,3.08539
3d5727bc8323,4,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.0758369,0.433333,0,0.474308,0.00187005,0.548892,0.0125365,0.613403,0.37442,0.114926,0.480404,0.0991405,0.0945131,3.15044
b846186b345d,5,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.122938,0.433333,0,0.476231,0.00173694,0.563185,0.00929348,0.536769,0.378153,0.127202,0.38532,0.0670706,0.0936209,3.1207
1f686d6ac396,6,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.127767,0.433333,0,0.46,0.00187787,0.536951,0.00708774,1.0483,0.809958,0.13447,0.495472,0.1582,0.0945245,3.15082
9324559d8980,7,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.128133,0.433333,0,0.447308,0.00198699,0.521189,0.00851228,1.1676,0.354833,0.176667,0.348922,0.0451858,0.0947249,3.1575
708c11fbdd2c,8,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.126415,0.4,0,0.470917,0.00185834,0.566905,0.00682967,1.28068,0.30228,0.134452,0.423832,0.102599,0.0913489,3.04496
fc2142c4e400,9,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.120268,0.433333,0,0.428,0.00194333,0.517176,0.00857712,0.957006,0.730068,0.140414,0.649792,0.073359,0.0925552,3.08517
737b84640766,10,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.094908,0.433333,0,0.485769,0.00198532,0.541775,0.00759745,0.746636,0.452254,0.140032,0.195869,0.0707933,0.0924508,3.08169
603b65e7c339,11,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.0855668,0.433333,0,0.472462,0.00192965,0.546212,0.00650299,0.629449,0.539022,0.102395,0.330618,0.155196,0.0924983,3.08328
dffb30590728,12,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.0927056,0.433333,0,0.464308,0.00200689,0.530478,0.0101336,0.847175,0.461964,0.13058,0.421985,0.0657203,0.0929061,3.09687
f7ec85f4f634,13,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.0957166,0.366667,0,0.452364,0.00206972,0.55424,0.00926526,0.809649,0.374726,0.118632,0.301551,0.145824,0.0904162,3.01387
5e1b2e4dd56e,14,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.106849,0.4,0,0.485917,0.00192924,0.572666,0.0107881,0.736917,0.521691,0.111694,0.117217,0.130509,0.0911402,3.03801
b843125d9281,15,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.100719,0.4,0,0.436667,0.00199964,0.536848,0.00573498,1.10422,0.349337,0.132059,0.87883,0.107107,0.0918389,3.0613
12694c34e55b,16,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.12476,0.433333,0,0.422385,0.00193269,0.513038,0.00610938,1.20957,0.30812,0.143799,0.73599,0.0216763,0.0406953,1.35651
f4d051f9fa84,17,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.100206,0.433333,0,0.452615,0.00191479,0.534648,0.0120808,0.800618,0.523701,0.132293,0.419187,0.135554,0.0409359,1.36453
fa4a6422c346,18,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.111719,0.433333,0,0.460077,0.00184782,0.551005,0.00789116,1.11741,0.6185,0.14922,0.738635,0.174499,0.0408325,1.36108
8ba8625ce3b2,19,1000,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,1000,0.0789625,0.366667,0,0.441909,0.00195323,0.558621,0.00547323,0.391196,0.312864,0.0868988,0.351747,0.042712,0.0386353,1.28784
163483fa2419,0,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.0875128,0.4,0,0.462467,0.000792684,0.5529,0.00780309,0.338201,0.286252,0.0962901,0.116025,0.086147,0.0855323,2.85108
2833ea579418,1,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.110274,0.433333,0,0.452831,0.000807738,0.523936,0.00810624,0.646001,0.209373,0.133629,0.543453,0.0584359,0.0880637,2.93546
94d9841329d4,2,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.105727,0.4,0,0.453233,0.000761415,0.553917,0.00677949,0.855314,0.628156,0.136181,0.35105,0.0672644,0.0845295,2.81765
0001235bdb1c,3,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.089589,0.4,0,0.467333,0.00077113,0.563418,0.00993191,0.420959,0.265461,0.0951249,0.412715,0.0341737,0.0854633,2.84878
c6ee0edd428d,4,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.0925017,0.433333,0,0.461908,0.000760552,0.537999,0.0100944,0.661516,0.320386,0.124362,0.66646,0.105866,0.0876785,2.92262
ed9d550a686d,5,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.121626,0.433333,0,0.467046,0.000716334,0.559054,0.00665683,0.596456,0.341693,0.123862,0.40945,0.0775105,0.136501,4.55004
7c25d77c0723,6,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.0907291,0.4,0,0.4624,0.000764448,0.556086,0.00864518,0.501441,0.416687,0.104018,0.146528,0.144501,0.0845042,2.81681
d4a749aa4dfb,7,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.067977,0.433333,0,0.482154,0.000727291,0.559161,0.00747267,0.360813,0.200201,0.0836113,0.352677,0.0453547,0.0881034,2.93678
adb1945f768d,8,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.131774,0.466667,0,0.495143,0.000697329,0.562526,0.0109593,0.955566,0.255101,0.143958,0.568487,0.0839788,0.139597,4.65322
37ccdee8b9a2,9,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.100903,0.4,0,0.435967,0.000800077,0.538405,0.00808397,0.571614,0.398974,0.117098,0.153116,0.0856971,0.0864301,2.881
fc0a924d1732,10,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.0952595,0.4,0,0.450667,0.000807048,0.543827,0.00832761,0.732541,0.3894,0.125369,0.39882,0.076677,0.0844818,2.81606
5cd3729d2a77,11,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.0958757,0.366667,0,0.442691,0.000822708,0.551477,0.0106258,0.421557,0.376255,0.101471,0.137547,0.165637,0.131163,4.37209
1c205a5efb3d,12,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.0865777,0.4,0,0.4526,0.000797797,0.542091,0.00367464,0.737146,0.40601,0.104804,0.208398,0.0631714,0.130916,4.36388
977569f4930d,13,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.109091,0.366667,0,0.438655,0.000866133,0.538131,0.00693901,0.593149,0.417267,0.130194,0.164937,0.158671,0.127311,4.24371
9d8aef6eaeda,14,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.11267,0.433333,0,0.468062,0.00075035,0.551625,0.00743372,0.645081,0.427317,0.114908,0.488133,0.139814,0.132777,4.42589
7e6ce0b19de4,15,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.0866288,0.4,0,0.450533,0.000756314,0.552693,0.00753156,0.475782,0.301894,0.10185,0.525673,0.110028,0.132979,4.43265
08f484f20e3c,16,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.0927846,0.4,0,0.446333,0.000765657,0.551865,0.00757093,0.496208,0.221549,0.0953595,0.462526,0.0357697,0.125885,4.19617
3cb3090521ca,17,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.0800078,0.433333,0,0.474308,0.000767006,0.547849,0.0100098,0.468053,0.395641,0.106612,0.437216,0.129841,0.127456,4.24852
e103904d6d39,18,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.114373,0.433333,0,0.454954,0.000740064,0.540287,0.00942687,1.02963,0.704798,0.151774,0.609692,0.17671,0.126726,4.2242
38d00481ad10,19,2500,aiserver,2026-09-14T08:34:20+00:00,d7328d3e3c3f,2500,0.0894272,0.4,0,0.4561,0.000757484,0.557682,0.00865382,0.498365,0.286515,0.105628,0.330013,0.0439692,0.12558,4.18601
