run_id,seed,variant,host,date,code,resampler,n_particles,ate,resample_rate,collapses,unique_after_resampling,max_weight_mean,ess_mean,ess_min,map_error,map_error_aligned,landmarks_mapped,nees_mean,nees_median,position_rmse,heading_rmse,final_position_error,runtime_total_s,runtime_per_step_ms
3f2a43484fac,12,"resampler: Stratified, n_particles: 10",aiserver,2026-09-14T08:33:45+00:00,d7328d3e3c3f,stratified,10,0.32174,1,0,0.7988,0.1,0.89001,0.6051,0.935991,0.183111,8,2982.05,481.691,1.00579,0.0472222,0.959451,0.754675,1.50935
1f6de967e9d5,13,"resampler: Stratified, n_particles: 10",aiserver,2026-09-14T08:33:45+00:00,d7328d3e3c3f,stratified,10,0.238016,1,0,0.805,0.1,0.895939,0.534954,1.23418,0.085349,8,6068.46,1424.25,1.20438,0.0422127,1.07041,0.757211,1.51442
1245f72fe76f,14,"resampler: Stratified, n_particles: 10",aiserver,2026-09-14T08:33:45+00:00,d7328d3e3c3f,stratified,10,0.209797,1,0,0.7972,0.1,0.886025,0.547808,0.341978,0.0676451,8,131.917,18.9305,0.364924,0.0342234,0.525522,0.756078,1.51216
9d06a70fec78,15,"resampler: Stratified, n_particles: 10",aiserver,2026-09-14T08:33:45+00:00,d7328d3e3c3f,stratified,10,0.251077,1,0,0.795,0.1,0.885483,0.498849,2.12979,0.0956036,8,9574.04,1312.16,1.93489,0.136237,1.88471,0.758093,1.51619
1186fe4a37c1,16,"resampler: Stratified, n_particles: 10",aiserver,2026-09-14T08:33:45+00:00,d7328d3e3c3f,stratified,10,0.180984,1,0,0.803,0.1,0.892233,0.466936,0.586899,0.0892269,8,1087.43,198.357,0.598363,0.0256204,0.511336,0.753864,1.50773
48b35e0bc72a,17,"resampler: Stratified, n_particles: 10",aiserver,2026-09-14T08:33:45+00:00,d7328d3e3c3f,stratified,10,0.344516,1,0,0.797,0.1,0.888174,0.550702,1.237,0.192526,8,3134.51,756.491,1.13859,0.0716288,1.27501,0.75609,1.51218
1a53e638bab9,18,"resampler: Stratified, n_particles: 10",aiserver,2026-09-14T08:33:45+00:00,d7328d3e3c3f,stratified,10,0.199676,1,0,0.8004,0.1,0.889049,0.533533,0.408878,0.0587281,8,493.668,90.2404,0.414961,0.0375316,0.215363,0.755446,1.51089
6f29332ba201,19,"resampler: Stratified, n_particles: 10",aiserver,2026-09-14T08:33:45+00:00,d7328d3e3c3f,stratified,10,0.338314,1,0,0.8004,0.1,0.890606,0.549664,0.987037,0.122113,8,1119.51,294.077,0.811584,0.0820766,1.4209,0.757113,1.51423
10a0ae14b065,0,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:46+00:00,d7328d3e3c3f,stratified,50,0.208434,1,0,0.78556,0.02,0.892767,0.691842,0.356561,0.0760514,8,2.2836,2.04459,0.300366,0.0246643,0.445077,1.40625,2.81251
6fc1d77efe79,1,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:46+00:00,d7328d3e3c3f,stratified,50,0.131629,1,0,0.78524,0.02,0.890652,0.66827,0.218835,0.0689504,8,1.55417,1.36801,0.281465,0.0260213,0.494701,1.40058,2.80116
e4ad411b510a,2,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:46+00:00,d7328d3e3c3f,stratified,50,0.181187,1,0,0.78812,0.02,0.8894,0.624489,0.566536,0.0958412,8,9.54254,5.01822,0.546308,0.0413017,0.727736,1.40635,2.81269
a6da8235ff0d,3,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:46+00:00,d7328d3e3c3f,stratified,50,0.303651,1,0,0.78872,0.02,0.896143,0.711042,0.415946,0.0999914,8,14.6657,4.89965,0.469407,0.0439672,0.163479,1.40854,2.81709
1c3c968ec7f3,4,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:46+00:00,d7328d3e3c3f,stratified,50,0.247307,1,0,0.7864,0.02,0.891925,0.66327,0.846483,0.0453631,8,38.687,18.4598,0.981329,0.0494143,0.830095,1.39526,2.79051
024dc565b3b6,5,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:46+00:00,d7328d3e3c3f,stratified,50,0.216676,1,0,0.78884,0.02,0.894011,0.716854,0.3417,0.0686948,8,8.14093,4.69573,0.31823,0.026356,0.78308,1.39824,2.79647
e85857e62c6e,6,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:46+00:00,d7328d3e3c3f,stratified,50,0.201793,1,0,0.785,0.02,0.893536,0.689502,0.556234,0.0472543,8,20.1139,4.50248,0.501765,0.027016,0.548166,1.39839,2.79678
4385bdb6c38c,7,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:46+00:00,d7328d3e3c3f,stratified,50,0.235013,1,0,0.78636,0.02,0.890725,0.592113,0.739161,0.106367,8,15.2014,4.69466,0.632299,0.0356874,0.57466,1.40051,2.80101
a308c8405ca2,8,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,stratified,50,0.185455,1,0,0.78956,0.02,0.894773,0.66057,0.905124,0.0488219,8,40.6288,28.5198,0.890223,0.0441436,0.960704,1.39316,2.78632
a35dc8283693,9,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,stratified,50,0.251207,1,0,0.78544,0.02,0.887689,0.673989,0.212037,0.0950518,8,3.85386,2.64085,0.359136,0.0483434,0.631698,1.39836,2.79672
d30de691e822,10,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,stratified,50,0.205618,1,0,0.78936,0.02,0.89529,0.660692,0.941784,0.0871452,8,15.5626,14.8246,0.82591,0.0780059,1.04508,1.40304,2.80608
6fa93d06d6c1,11,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,stratified,50,0.230125,1,0,0.78672,0.02,0.892594,0.637671,0.440424,0.043821,8,4.76124,3.40188,0.31407,0.0391044,0.332353,1.4075,2.815
2d66041597a2,12,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,stratified,50,0.196592,1,0,0.78492,0.02,0.891883,0.68829,0.755726,0.088422,8,27.5868,16.2063,0.735426,0.0210002,0.730425,1.39561,2.79122
8f49837a9603,13,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,stratified,50,0.222674,1,0,0.78616,0.02,0.891901,0.644522,0.409827,0.0511071,8,1.84159,1.25656,0.37406,0.0256468,0.533756,1.40097,2.80194
f4a09c91d247,14,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,stratified,50,0.183591,1,0,0.78744,0.02,0.892313,0.710255,0.142456,0.0596278,8,1.95183,1.49203,0.214612,0.0237604,0.414217,1.39823,2.79647
a76490f1c72b,15,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,stratified,50,0.186053,1,0,0.78828,0.02,0.891426,0.664605,0.324922,0.053293,8,3.83646,2.99013,0.372565,0.0290641,0.507391,1.40438,2.80876
bba32198a08c,16,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,stratified,50,0.165884,1,0,0.78532,0.02,0.891765,0.686037,1.43155,0.0520054,8,102.974,78.328,1.37348,0.0766805,1.53305,1.39763,2.79526
de6dda30828f,17,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,stratified,50,0.184881,1,0,0.78812,0.02,0.892032,0.619364,0.855626,0.0675921,8,10.4241,4.0539,0.891275,0.0576233,0.615867,1.40378,2.80756
43334a037975,18,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,stratified,50,0.137451,1,0,0.78716,0.02,0.888265,0.514017,0.2549,0.068008,8,4.54854,3.63628,0.315443,0.0263266,0.381836,1.40012,2.80025
46fe086aa920,19,"resampler: Stratified, n_particles: 50",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,stratified,50,0.215366,1,0,0.78512,0.02,0.891187,0.65491,1.09853,0.0563376,8,22.1221,20.0296,0.897357,0.0749106,0.573091,1.40579,2.81157
ccabdd76dc78,0,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,systematic,10,0.197344,1,0,0.8648,0.1,0.894431,0.486314,0.380455,0.0834906,8,123.311,35.2844,0.401841,0.040405,0.498964,0.719594,1.43919
3fe554706b59,1,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,systematic,10,0.28018,1,0,0.859,0.1,0.894338,0.535232,0.842978,0.156248,8,2027.43,406.075,0.786603,0.0273426,0.85705,0.72705,1.4541
30f683142f51,2,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,systematic,10,0.204578,1,0,0.8568,0.1,0.895153,0.605354,2.49171,0.0816182,8,7220.58,2015.71,2.34007,0.136212,2.06056,0.721128,1.44226
4987bf8a0277,3,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:47+00:00,d7328d3e3c3f,systematic,10,0.240146,1,0,0.8684,0.1,0.899178,0.57245,0.446314,0.0845267,8,618.715,53.2876,0.525793,0.0319021,0.679465,0.726738,1.45348
cab2c74d79bc,4,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.225535,1,0,0.8608,0.1,0.899731,0.515813,1.08545,0.0945781,8,1865.85,273.659,1.05496,0.0584154,0.940297,0.719184,1.43837
896a4d0f29ac,5,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.195808,1,0,0.8566,0.1,0.898338,0.578419,0.673097,0.104412,8,1098.29,246.232,0.631762,0.0478035,0.566046,0.722405,1.44481
a70dd09e45bc,6,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.28744,1,0,0.857,0.1,0.892539,0.613836,0.670192,0.0834765,8,1475.83,217.697,0.602687,0.0482503,1.05255,0.723932,1.44786
b27545d66165,7,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.26167,1,0,0.8586,0.1,0.89185,0.55986,0.458101,0.154486,8,157.03,35.51,0.410591,0.0361807,0.6785,0.719416,1.43883
cc09b05dd26d,8,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.23842,1,0,0.8556,0.1,0.892669,0.637486,1.88841,0.0987214,8,2141.73,465.536,1.67888,0.128709,1.65495,0.724387,1.44877
aebd90cf27a2,9,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.277993,1,0,0.8608,0.1,0.89122,0.590375,0.915951,0.102263,8,117.856,34.648,0.762766,0.0811061,1.09818,0.720175,1.44035
52b07941cf13,10,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.209457,1,0,0.8572,0.1,0.898613,0.64844,1.70833,0.0763215,8,2494.77,666.27,1.5693,0.108545,1.38782,0.724019,1.44804
ba81a8cf0590,11,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.226838,1,0,0.8594,0.1,0.892667,0.595787,0.316956,0.0893494,8,32.2757,9.74131,0.335507,0.0342121,0.765101,0.726996,1.45399
d38d4ee50cc4,12,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.215531,1,0,0.8666,0.1,0.900147,0.690249,1.24767,0.0816565,8,417.158,159.235,1.09795,0.0852603,1.11931,0.730796,1.46159
bd23a26d9406,13,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.179821,1,0,0.8576,0.1,0.898967,0.656936,0.806655,0.0782256,8,313.445,63.2193,0.692316,0.0584067,0.523587,0.744831,1.48966
afca082b4458,14,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.349904,1,0,0.8566,0.1,0.887241,0.585397,0.646907,0.179645,8,758.544,276.795,0.749395,0.0449759,1.43361,0.732087,1.46417
daaa29708452,15,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.215017,1,0,0.8628,0.1,0.890268,0.659882,0.511069,0.106001,8,174.264,53.6469,0.539219,0.0411046,0.77793,0.736397,1.47279
586f1fbe7915,16,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.274103,1,0,0.8544,0.1,0.89104,0.637415,1.22707,0.150776,8,3128.33,478.362,1.24806,0.0450542,1.06214,0.741442,1.48288
1cf706853874,17,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.231895,1,0,0.861,0.1,0.895273,0.637624,2.27741,0.135353,8,4224.74,987.519,2.10702,0.138539,2.17547,0.745035,1.49007
24a09858961e,18,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.168268,1,0,0.8608,0.1,0.894971,0.545789,0.173783,0.0827923,8,114.972,14.7712,0.226074,0.0234107,0.113699,0.747136,1.49427
280d6eea4cc7,19,"resampler: Systematic, n_particles: 10",aiserver,2026-09-14T08:33:48+00:00,d7328d3e3c3f,systematic,10,0.186164,1,0,0.8638,0.1,0.898852,0.590415,1.80697,0.0796233,8,4587.73,1515.92,1.69785,0.0825316,1.77025,0.760411,1.52082
78ce0400bbc6,0,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:49+00:00,d7328d3e3c3f,systematic,50,0.187697,1,0,0.85896,0.02,0.890804,0.714948,1.05301,0.109524,8,66.6878,55.4243,1.00197,0.0581253,0.963851,1.23899,2.47798
431c879b8bef,1,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:49+00:00,d7328d3e3c3f,systematic,50,0.34715,1,0,0.86072,0.02,0.892192,0.637821,0.405496,0.0944209,8,3.09968,2.94497,0.6355,0.0370832,0.310115,1.24631,2.49263
9663364b7ddf,2,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:49+00:00,d7328d3e3c3f,systematic,50,0.133577,1,0,0.85456,0.02,0.890043,0.588057,1.90397,0.0708015,8,161.963,126.859,1.7351,0.0995943,1.74945,1.2463,2.4926
cbaa4ebace02,3,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:49+00:00,d7328d3e3c3f,systematic,50,0.198744,1,0,0.86168,0.02,0.895422,0.666013,0.206007,0.0883445,8,3.19273,1.60818,0.246527,0.0234652,0.18541,1.2439,2.48781
def57a693dc6,4,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:49+00:00,d7328d3e3c3f,systematic,50,0.31093,1,0,0.85888,0.02,0.895473,0.668647,0.977566,0.0609917,8,34.906,21.6397,0.855749,0.0455446,0.905948,1.24343,2.48686
4ddc96fb8916,5,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:49+00:00,d7328d3e3c3f,systematic,50,0.190514,1,0,0.85812,0.02,0.893956,0.670519,0.751405,0.0589178,8,22.8711,16.9139,0.652535,0.0308314,0.565821,1.24369,2.48739
5acf5ace6266,6,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:49+00:00,d7328d3e3c3f,systematic,50,0.152622,1,0,0.86032,0.02,0.895587,0.69675,1.28052,0.0588951,8,52.8501,42.2218,1.14442,0.072412,1.28717,1.24391,2.48781
bfd82cf75104,7,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:49+00:00,d7328d3e3c3f,systematic,50,0.198126,1,0,0.85588,0.02,0.892223,0.635868,0.343048,0.0810084,8,2.62609,2.22087,0.364988,0.0343484,0.153493,1.24972,2.49944
c81e89076e4c,8,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:49+00:00,d7328d3e3c3f,systematic,50,0.1783,1,0,0.8586,0.02,0.893438,0.69984,1.29006,0.0926598,8,98.565,45.2078,1.22657,0.0773383,1.29161,1.20766,2.41533
0720a79df494,9,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:49+00:00,d7328d3e3c3f,systematic,50,0.154315,1,0,0.859,0.02,0.8939,0.685743,1.14991,0.0697732,8,34.2511,26.6467,0.993397,0.0823941,1.11906,1.21181,2.42363
a17522e3c1aa,10,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:49+00:00,d7328d3e3c3f,systematic,50,0.17704,1,0,0.8616,0.02,0.895509,0.620026,0.401379,0.0601949,8,3.3116,2.33948,0.380701,0.0364476,0.844089,1.21028,2.42056
2db0910c47d7,11,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:49+00:00,d7328d3e3c3f,systematic,50,0.212313,1,0,0.85856,0.02,0.891255,0.637639,1.90482,0.0673363,8,92.9836,72.4906,1.70518,0.087627,1.67685,1.21631,2.43262
4bc009834114,12,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:50+00:00,d7328d3e3c3f,systematic,50,0.318638,1,0,0.8566,0.02,0.891306,0.682626,0.832276,0.0650274,8,33.2753,1.64908,0.488651,0.0289316,0.748453,1.15799,2.31597
d393a2b0f921,13,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:50+00:00,d7328d3e3c3f,systematic,50,0.183499,1,0,0.8574,0.02,0.892444,0.683994,0.330503,0.0985836,8,4.71874,3.23244,0.285219,0.0223572,0.333961,1.15848,2.31696
265f6124cfb6,14,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:50+00:00,d7328d3e3c3f,systematic,50,0.244614,1,0,0.85796,0.02,0.891805,0.723364,0.509279,0.0851411,8,9.83011,3.45823,0.434225,0.0291104,0.470221,1.15673,2.31345
31ac2ed2a913,15,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:50+00:00,d7328d3e3c3f,systematic,50,0.198822,1,0,0.8566,0.02,0.889429,0.661351,0.291267,0.0809246,8,7.92038,3.86226,0.292513,0.0339999,0.277926,1.15168,2.30337
0279a4d630a1,16,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:50+00:00,d7328d3e3c3f,systematic,50,0.497148,1,0,0.85712,0.02,0.889496,0.686361,1.58627,0.0915667,8,69.6003,9.99461,1.27503,0.0604416,1.52361,1.03057,2.06114
e969e4e71a11,17,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:50+00:00,d7328d3e3c3f,systematic,50,0.19568,1,0,0.85848,0.02,0.892222,0.708869,1.99843,0.0539955,8,127.601,78.0415,1.72506,0.121722,1.48572,1.02806,2.05612
2d097a44fcca,18,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:50+00:00,d7328d3e3c3f,systematic,50,0.467111,1,0,0.85652,0.02,0.886379,0.530479,1.98706,0.055456,8,132.285,64.4703,1.72118,0.0837406,1.67936,1.02751,2.05502
b60a971368a5,19,"resampler: Systematic, n_particles: 50",aiserver,2026-09-14T08:33:50+00:00,d7328d3e3c3f,systematic,50,0.2917,1,0,0.85896,0.02,0.893113,0.717756,0.380901,0.0654227,8,9.43152,2.04198,0.410891,0.0279123,0.464863,1.02418,2.04836
